"349190600","BIELSKO-BIA£A                 ","2025","02","01",2.9,,-0.3,,1.6,,-3.4,,,"9",,,"9",,"9",,"9",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R","06",,"04",,,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","02",1.7,,-2.4,,-0.3,,-4.4,,0.0,,"S",,"9",,"9",0.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R","07",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","03",1.9,,-2.5,,-1.0,,-6.6,,,"9",,,"9",,"9",1.6,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","09",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","04",4.4,,-6.3,,-1.4,,-7.8,,,"9",,,"9",,"9",9.0,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","14",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","05",6.2,,-4.5,,1.0,,-7.2,,1.9,,"W",,"9",,"9",9.0,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","16",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","06",1.3,,-0.2,,0.5,,-1.5,,0.1,,"S",2,,,"9",,"9",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8","Z","16",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","07",2.1,,-1.1,,-0.1,,-1.5,,,"9",,,"9",,"9",1.3,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","16",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","08",7.4,,-3.2,,1.4,,-5.2,,,"9",,,"9",,"9",6.1,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","14",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","09",3.5,,-3.7,,-0.1,,-6.1,,,"9",,,"9",,"9",0.5,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","15",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","02","10",2.5,,-4.8,,-1.1,,-7.0,,,"9",,,"9",,"9",8.9,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","16",,,"9",,"8"
