Data_merged,value,forecast,Godzina,Dzień tygodnia_merged,Maksymalna temperatura dobowa [°C],Minimalna temperatura dobowa [°C],Średnia temperatura dobowa [°C],Temperatura minimalna przy gruncie [°C],Suma dobowa opadu [mm],Rodzaj opadu [S/W/ ],Wysokość pokrywy śnieżnej [cm],Równoważnik wodny śniegu  [mm/cm],Usłonecznienie [godziny],Czas trwania opadu deszczu [godziny],Czas trwania opadu śniegu [godziny],Czas trwania opadu deszczu ze śniegiem [godziny],Czas trwania gradu [godziny],Czas trwania mgły [godziny],Czas trwania zamglenia  [godziny],Czas trwania sadzi [godziny],Czas trwania gołoledzi [godziny],Czas trwania zamieci śnieżnej niskiej [godziny],Czas trwania zamieci śnieżnej wysokiej [godziny],Czas trwania zmętnienia [godziny],Czas trwania wiatru >=10m/s [godziny],Czas trwania wiatru >15m/s [godziny],Czas trwania burzy  [godziny],Czas trwania rosy  [godziny],Czas trwania szronu [godziny],Wystąpienie pokrywy śnieżnej  [0/1],Wystąpienie błyskawicy  [0/1],Stan gruntu [Z/R],Izoterma dolna  [cm],Izoterma górna [cm],Aktynometria  [J/cm2],Data_combined,Dzień tygodnia_combined,Data,Temperatura,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,Dzień wolny,sun
2024-08-13 15:00:00,19097.5245,19025.0,15,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 15:00:00,24.9,5.1,28.0,0.0,,40.0,10.8,16.7,1016.5,,2.0,0.0,1.0
2024-08-13 16:00:00,19224.0275,19200.0,16,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 16:00:00,24.6,5.9,30.0,0.0,,30.0,10.8,20.4,1016.5,,1.0,0.0,1.0
2024-08-13 17:00:00,19426.4125,19300.0,17,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 17:00:00,23.5,7.2,35.0,0.0,,60.0,10.8,18.5,1016.7,,1.0,0.0,1.0
2024-08-13 18:00:00,19386.625,19325.0,18,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 18:00:00,21.8,8.0,41.0,0.0,,40.0,10.8,16.7,1017.1,,1.0,0.0,1.0
2024-08-13 19:00:00,19434.583,19450.0,19,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 19:00:00,19.9,8.3,47.0,0.0,,80.0,10.8,16.7,1017.5,,1.0,0.0,0.0
2024-08-13 20:00:00,19510.8885,19450.0,20,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 20:00:00,19.3,8.9,51.0,0.0,,110.0,7.2,16.7,1017.7,,1.0,0.0,0.0
2024-08-13 21:00:00,18590.64,18950.0,21,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 21:00:00,18.3,9.1,55.0,0.0,,110.0,7.2,14.8,1018.1,,1.0,0.0,0.0
2024-08-13 22:00:00,17063.64,17575.0,22,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 22:00:00,17.4,9.1,58.0,0.0,,100.0,7.2,14.8,1018.0,,1.0,0.0,0.0
2024-08-13 23:00:00,15527.085,16225.0,23,Tuesday,25.3,10.4,17.8,9.9,,,,,13.1,,,,,,,,,,,,,,,,,,,R,,,,2024-08-13,Tuesday,2024-08-13 23:00:00,17.2,9.1,59.0,0.0,,140.0,7.2,14.8,1018.5,,1.0,0.0,0.0
2024-08-14 00:00:00,14611.826,14575.0,0,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 00:00:00,16.5,9.0,61.0,0.0,,140.0,3.6,13.0,1018.9,,1.0,0.0,0.0
2024-08-14 01:00:00,14012.304,14025.0,1,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 01:00:00,15.4,8.9,65.0,0.0,,120.0,3.6,13.0,1018.9,,1.0,0.0,0.0
2024-08-14 02:00:00,13759.729,13800.0,2,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 02:00:00,15.3,8.8,65.0,0.0,,120.0,7.2,14.8,1018.9,,1.0,0.0,0.0
2024-08-14 03:00:00,13616.6955,13800.0,3,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 03:00:00,13.5,8.8,73.0,0.0,,90.0,7.2,14.8,1019.0,,1.0,0.0,0.0
2024-08-14 04:00:00,13848.774,14050.0,4,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 04:00:00,13.3,9.2,76.0,0.0,,100.0,7.2,14.8,1019.0,,1.0,0.0,1.0
2024-08-14 05:00:00,14188.4025,14475.0,5,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 05:00:00,16.2,9.8,66.0,0.0,,90.0,10.8,16.7,1019.0,,1.0,0.0,1.0
2024-08-14 06:00:00,16238.152,16575.0,6,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 06:00:00,18.9,8.8,52.0,0.0,,120.0,10.8,20.4,1019.3,,1.0,0.0,1.0
2024-08-14 07:00:00,18118.800000000003,18300.0,7,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 07:00:00,21.3,9.2,46.0,0.0,,110.0,14.4,22.2,1019.5,,1.0,0.0,1.0
2024-08-14 08:00:00,19042.0565,19125.0,8,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 08:00:00,22.8,9.2,42.0,0.0,,120.0,21.6,25.9,1019.1,,1.0,0.0,1.0
2024-08-14 09:00:00,19180.8245,19100.0,9,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 09:00:00,24.0,8.8,38.0,0.0,,130.0,18.0,27.8,1019.3,,1.0,0.0,1.0
2024-08-14 10:00:00,18912.9375,18825.0,10,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 10:00:00,25.5,8.5,34.0,0.0,,120.0,21.6,31.5,1018.8,,2.0,0.0,1.0
2024-08-14 11:00:00,18859.129,19200.0,11,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 11:00:00,26.0,8.5,33.0,0.0,,120.0,18.0,31.5,1018.4,,2.0,0.0,1.0
2024-08-14 12:00:00,18926.754,19200.0,12,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 12:00:00,26.9,8.3,31.0,0.0,,90.0,18.0,31.5,1017.9,,2.0,0.0,1.0
2024-08-14 13:00:00,18904.1185,19175.0,13,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 13:00:00,27.0,8.4,31.0,0.0,,110.0,18.0,31.5,1017.4,,1.0,0.0,1.0
2024-08-14 14:00:00,18988.4295,19225.0,14,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 14:00:00,27.9,8.2,29.0,0.0,,100.0,21.6,31.5,1016.8,,1.0,0.0,1.0
2024-08-14 15:00:00,19117.5835,19575.0,15,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 15:00:00,27.3,7.7,29.0,0.0,,120.0,14.4,27.8,1016.7,,1.0,0.0,1.0
2024-08-14 16:00:00,19360.396500000003,19750.0,16,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 16:00:00,27.2,7.6,29.0,0.0,,110.0,18.0,24.1,1016.4,,1.0,0.0,1.0
2024-08-14 17:00:00,19490.0605,19725.0,17,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 17:00:00,26.3,7.8,31.0,0.0,,110.0,18.0,22.2,1016.1,,1.0,0.0,1.0
2024-08-14 18:00:00,19387.626,19550.0,18,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 18:00:00,24.6,8.5,36.0,0.0,,120.0,10.8,20.4,1016.0,,1.0,0.0,1.0
2024-08-14 19:00:00,19141.2335,19550.0,19,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 19:00:00,22.3,8.4,41.0,0.0,,110.0,7.2,20.4,1016.4,,1.0,0.0,0.0
2024-08-14 20:00:00,19260.3165,19800.0,20,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 20:00:00,22.0,8.5,42.0,0.0,,130.0,7.2,20.4,1016.8,,1.0,0.0,0.0
2024-08-14 21:00:00,18226.396500000003,19075.0,21,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 21:00:00,20.8,9.1,47.0,0.0,,120.0,7.2,20.4,1017.0,,1.0,0.0,0.0
2024-08-14 22:00:00,16772.133,17475.0,22,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 22:00:00,20.2,9.1,49.0,0.0,,130.0,10.8,16.7,1017.1,,1.0,0.0,0.0
2024-08-14 23:00:00,15324.9825,15975.0,23,Wednesday,29.2,15.0,21.9,14.2,4.7,W,,,12.7,,,,,,,,,,,,,,,,,,,R,,,,2024-08-14,Wednesday,2024-08-14 23:00:00,19.2,9.1,52.0,0.0,,130.0,10.8,18.5,1016.9,,1.0,0.0,0.0
2024-08-15 00:00:00,14394.4595,14250.0,0,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 00:00:00,18.5,9.0,54.0,0.0,,120.0,10.8,18.5,1016.9,,1.0,1.0,0.0
2024-08-15 01:00:00,13744.272,13600.0,1,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 01:00:00,18.0,9.4,57.0,0.0,,120.0,10.8,20.4,1016.8,,1.0,1.0,0.0
2024-08-15 02:00:00,13320.004,13200.0,2,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 02:00:00,15.7,9.6,67.0,0.0,,100.0,7.2,20.4,1016.9,,1.0,1.0,0.0
2024-08-15 03:00:00,13109.2375,12975.0,3,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 03:00:00,16.7,9.6,63.0,0.0,,120.0,10.8,20.4,1016.7,,1.0,1.0,0.0
2024-08-15 04:00:00,13038.102,12900.0,4,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 04:00:00,16.9,10.0,64.0,0.0,,130.0,10.8,20.4,1016.8,,1.0,1.0,1.0
2024-08-15 05:00:00,12298.1925,12025.0,5,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 05:00:00,18.7,10.5,59.0,0.0,,120.0,10.8,22.2,1017.3,,1.0,1.0,1.0
2024-08-15 06:00:00,12528.3065,12300.0,6,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 06:00:00,20.7,10.5,52.0,0.0,,120.0,14.4,24.1,1017.4,,3.0,1.0,1.0
2024-08-15 07:00:00,13754.2065,13050.0,7,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 07:00:00,23.4,10.8,45.0,0.0,,120.0,18.0,25.9,1017.0,,1.0,1.0,1.0
2024-08-15 08:00:00,14549.8225,13975.0,8,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 08:00:00,25.2,10.6,40.0,0.0,,120.0,18.0,27.8,1017.1,,2.0,1.0,1.0
2024-08-15 09:00:00,14648.0265,14675.0,9,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 09:00:00,26.5,10.6,37.0,0.0,,120.0,21.6,29.6,1016.5,,2.0,1.0,1.0
2024-08-15 10:00:00,14892.0535,15100.0,10,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 10:00:00,27.9,11.9,37.0,0.0,,140.0,18.0,33.3,1016.2,,2.0,1.0,1.0
2024-08-15 11:00:00,14787.6975,15275.0,11,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 11:00:00,29.2,11.3,33.0,0.0,,130.0,18.0,33.3,1015.8,,2.0,1.0,1.0
2024-08-15 12:00:00,14821.7635,15400.0,12,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 12:00:00,29.3,11.4,33.0,0.0,,130.0,18.0,31.5,1015.5,,4.0,1.0,1.0
2024-08-15 13:00:00,14775.8185,15450.0,13,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 13:00:00,30.4,10.9,30.0,0.0,,130.0,14.4,31.5,1015.5,,2.0,1.0,1.0
2024-08-15 14:00:00,15283.978,15450.0,14,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 14:00:00,30.9,11.3,30.0,0.0,,120.0,14.4,29.6,1014.9,,2.0,1.0,1.0
2024-08-15 15:00:00,15712.0825,15350.0,15,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 15:00:00,29.9,11.9,33.0,0.0,,140.0,7.2,25.9,1014.9,,2.0,1.0,1.0
2024-08-15 16:00:00,15970.811,15450.0,16,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 16:00:00,29.8,10.4,30.0,0.0,,140.0,10.8,16.7,1014.7,,2.0,1.0,1.0
2024-08-15 17:00:00,16350.614,15775.0,17,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 17:00:00,28.7,11.3,34.0,0.0,,140.0,7.2,18.5,1014.6,,2.0,1.0,1.0
2024-08-15 18:00:00,16500.3545,15975.0,18,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 18:00:00,27.6,11.6,37.0,0.0,,130.0,7.2,18.5,1015.0,,4.0,1.0,0.0
2024-08-15 19:00:00,16488.877999999997,16175.0,19,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 19:00:00,26.4,11.7,40.0,0.0,,140.0,7.2,18.5,1015.1,,2.0,1.0,0.0
2024-08-15 20:00:00,16812.6115,16750.0,20,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 20:00:00,25.0,12.2,45.0,0.0,,130.0,7.2,16.7,1015.2,,2.0,1.0,0.0
2024-08-15 21:00:00,16426.851000000002,16325.0,21,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 21:00:00,24.5,12.5,47.0,0.0,,130.0,7.2,14.8,1015.4,,2.0,1.0,0.0
2024-08-15 22:00:00,15483.9665,15275.0,22,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 22:00:00,23.8,12.4,49.0,0.0,,130.0,7.2,16.7,1015.3,,2.0,1.0,0.0
2024-08-15 23:00:00,14399.165,14025.0,23,Thursday,24.9,16.8,21.1,16.3,6.2,W,,,8.2,,,,,,,,,,,,,,,,,,,R,,,,2024-08-15,Thursday,2024-08-15 23:00:00,23.2,12.8,52.0,0.0,,140.0,7.2,14.8,1015.1,,2.0,1.0,0.0
2024-08-16 00:00:00,13098.7885,13275.0,0,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 00:00:00,22.8,13.0,54.0,0.0,,150.0,3.6,13.0,1015.2,,3.0,0.0,0.0
2024-08-16 01:00:00,12780.934,12800.0,1,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 01:00:00,21.8,13.7,60.0,0.5,,240.0,3.6,13.0,1015.3,,2.0,0.0,0.0
2024-08-16 02:00:00,12574.8955,12575.0,2,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 02:00:00,21.4,15.3,68.0,0.0,,280.0,3.6,13.0,1015.2,,2.0,0.0,0.0
2024-08-16 03:00:00,12547.886,12550.0,3,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 03:00:00,21.9,16.2,70.0,0.0,,240.0,3.6,13.0,1015.2,,2.0,0.0,0.0
2024-08-16 04:00:00,12754.227,12700.0,4,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 04:00:00,21.6,17.2,76.0,0.0,,260.0,7.2,13.0,1015.1,,2.0,0.0,1.0
2024-08-16 05:00:00,13017.3665,12850.0,5,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 05:00:00,21.8,18.0,79.0,0.0,,260.0,7.2,11.1,1015.2,,2.0,0.0,1.0
2024-08-16 06:00:00,14762.6765,14800.0,6,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 06:00:00,24.1,18.7,72.0,0.0,,280.0,10.8,14.8,1015.0,,1.0,0.0,1.0
2024-08-16 07:00:00,16228.275,16250.0,7,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 07:00:00,25.8,18.5,64.0,0.0,,270.0,7.2,16.7,1014.9,,2.0,0.0,1.0
2024-08-16 08:00:00,17438.4725,17550.0,8,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 08:00:00,27.3,18.6,59.0,0.0,,260.0,10.8,18.5,1015.1,,2.0,0.0,1.0
2024-08-16 09:00:00,17986.737999999998,18350.0,9,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 09:00:00,28.7,18.2,53.0,0.0,,270.0,10.8,20.4,1014.9,,2.0,0.0,1.0
2024-08-16 10:00:00,18019.4135,18675.0,10,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 10:00:00,30.2,17.3,46.0,0.0,,270.0,14.4,20.4,1014.7,,1.0,0.0,1.0
2024-08-16 11:00:00,17459.145,18700.0,11,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 11:00:00,30.8,17.1,44.0,0.0,,270.0,10.8,24.1,1014.4,,2.0,0.0,1.0
2024-08-16 12:00:00,17716.016,18700.0,12,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 12:00:00,29.6,17.4,48.0,0.0,,260.0,14.4,25.9,1014.4,,3.0,0.0,1.0
2024-08-16 13:00:00,18025.374,18425.0,13,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 13:00:00,30.4,16.4,43.0,0.0,,280.0,18.0,25.9,1014.0,,2.0,0.0,1.0
2024-08-16 14:00:00,18251.178,18025.0,14,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 14:00:00,31.2,15.6,39.0,0.0,,270.0,14.4,25.9,1013.7,,2.0,0.0,1.0
2024-08-16 15:00:00,18569.3095,17825.0,15,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 15:00:00,30.7,14.8,38.0,0.0,,280.0,21.6,25.9,1013.6,,2.0,0.0,1.0
2024-08-16 16:00:00,18781.903,17700.0,16,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 16:00:00,30.4,13.2,35.0,0.0,,290.0,18.0,31.5,1013.3,,2.0,0.0,1.0
2024-08-16 17:00:00,19281.2,17700.0,17,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 17:00:00,29.5,12.0,34.0,0.0,,280.0,10.8,25.9,1013.4,,2.0,0.0,1.0
2024-08-16 18:00:00,19452.324,17650.0,18,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 18:00:00,27.4,12.6,40.0,0.0,,290.0,7.2,20.4,1013.6,,1.0,0.0,0.0
2024-08-16 19:00:00,18830.933,17750.0,19,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 19:00:00,26.6,12.6,42.0,0.0,,280.0,7.2,14.8,1013.8,,2.0,0.0,0.0
2024-08-16 20:00:00,18908.589,18150.0,20,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 20:00:00,23.4,13.3,53.0,0.0,,220.0,3.6,13.0,1014.2,,1.0,0.0,0.0
2024-08-16 21:00:00,18027.664,17350.0,21,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 21:00:00,20.7,14.1,66.0,0.0,,210.0,7.2,11.1,1014.2,,1.0,0.0,0.0
2024-08-16 22:00:00,16787.169,16050.0,22,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 22:00:00,19.5,13.9,70.0,0.0,,310.0,3.6,11.1,1014.5,,1.0,0.0,0.0
2024-08-16 23:00:00,15509.6315,14725.0,23,Friday,28.2,19.0,22.0,18.4,,,,,8.9,,,,,,,,,,,,,,,,,,,R,,,,2024-08-16,Friday,2024-08-16 23:00:00,19.9,14.0,69.0,0.0,,220.0,1.8,11.1,1014.2,,1.0,0.0,0.0
2024-08-17 00:00:00,14524.2375,13300.0,0,Saturday,22.8,18.4,20.1,17.8,8.6,W,,,0.6,,,,,,,,,,,,,,,,,,,R,,,,2024-08-17,Saturday,2024-08-17 00:00:00,18.3,14.4,78.0,0.0,,0.0,0.0,9.3,1014.1,,1.0,1.0,0.0
2024-08-17 01:00:00,13880.3645,12700.0,1,Saturday,22.8,18.4,20.1,17.8,8.6,W,,,0.6,,,,,,,,,,,,,,,,,,,R,,,,2024-08-17,Saturday,2024-08-17 01:00:00,17.4,14.3,82.0,0.0,,0.0,0.0,9.3,1014.2,,1.0,1.0,0.0
2024-08-17 02:00:00,13399.1765,12500.0,2,Saturday,22.8,18.4,20.1,17.8,8.6,W,,,0.6,,,,,,,,,,,,,,,,,,,R,,,,2024-08-17,Saturday,2024-08-17 02:00:00,16.3,13.8,85.0,0.0,,0.0,0.0,9.3,1014.0,,1.0,1.0,0.0
2024-08-17 03:00:00,13271.2025,12500.0,3,Saturday,22.8,18.4,20.1,17.8,8.6,W,,,0.6,,,,,,,,,,,,,,,,,,,R,,,,2024-08-17,Saturday,2024-08-17 03:00:00,16.7,13.8,83.0,0.0,,130.0,3.6,11.1,1014.1,,1.0,1.0,0.0
2024-08-17 04:00:00,13368.0095,12500.0,4,Saturday,22.8,18.4,20.1,17.8,8.6,W,,,0.6,,,,,,,,,,,,,,,,,,,R,,,,2024-08-17,Saturday,2024-08-17 04:00:00,16.7,13.8,83.0,0.0,,150.0,3.6,9.3,1014.0,,2.0,1.0,1.0
2024-08-17 05:00:00,13243.9185,12300.0,5,Saturday,22.8,18.4,20.1,17.8,8.6,W,,,0.6,,,,,,,,,,,,,,,,,,,R,,,,2024-08-17,Saturday,2024-08-17 05:00:00,20.6,15.2,71.0,0.0,,110.0,3.6,9.3,1013.5,,2.0,1.0,1.0
