Data_merged,value,forecast,Godzina,Dzień tygodnia_merged,Maksymalna temperatura dobowa [°C],Minimalna temperatura dobowa [°C],Średnia temperatura dobowa [°C],Temperatura minimalna przy gruncie [°C],Suma dobowa opadu [mm],Rodzaj opadu [S/W/ ],Wysokość pokrywy śnieżnej [cm],Równoważnik wodny śniegu  [mm/cm],Usłonecznienie [godziny],Czas trwania opadu deszczu [godziny],Czas trwania opadu śniegu [godziny],Czas trwania opadu deszczu ze śniegiem [godziny],Czas trwania gradu [godziny],Czas trwania mgły [godziny],Czas trwania zamglenia  [godziny],Czas trwania sadzi [godziny],Czas trwania gołoledzi [godziny],Czas trwania zamieci śnieżnej niskiej [godziny],Czas trwania zamieci śnieżnej wysokiej [godziny],Czas trwania zmętnienia [godziny],Czas trwania wiatru >=10m/s [godziny],Czas trwania wiatru >15m/s [godziny],Czas trwania burzy  [godziny],Czas trwania rosy  [godziny],Czas trwania szronu [godziny],Wystąpienie pokrywy śnieżnej  [0/1],Wystąpienie błyskawicy  [0/1],Stan gruntu [Z/R],Izoterma dolna  [cm],Izoterma górna [cm],Aktynometria  [J/cm2],Data_combined,Dzień tygodnia_combined,Data,Temperatura,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,Dzień wolny,sun
2024-06-19 00:00:00,15716.9615,15600.0,0,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 00:00:00,19.2,17.0,87.0,0.0,,130.0,7.2,18.5,1012.8,,4.0,0.0,0.0
2024-06-19 01:00:00,15073.054499999998,15200.0,1,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 01:00:00,19.2,16.8,86.0,0.0,,150.0,7.2,18.5,1012.2,,2.0,0.0,0.0
2024-06-19 02:00:00,14819.3095,15150.0,2,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 02:00:00,18.9,16.7,87.0,0.0,,200.0,7.2,18.5,1011.9,,2.0,0.0,0.0
2024-06-19 03:00:00,14804.3095,15025.0,3,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 03:00:00,19.3,17.1,87.0,0.0,,210.0,10.8,18.5,1013.5,,2.0,0.0,1.0
2024-06-19 04:00:00,14947.879,14650.0,4,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 04:00:00,19.5,15.6,78.0,0.0,,300.0,14.4,16.7,1013.6,,2.0,0.0,1.0
2024-06-19 05:00:00,15662.407,15425.0,5,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 05:00:00,19.9,15.1,74.0,0.0,,130.0,10.8,20.4,1012.0,,3.0,0.0,1.0
2024-06-19 06:00:00,18332.8425,18225.0,6,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 06:00:00,21.2,15.7,71.0,0.0,,140.0,14.4,20.4,1011.6,,4.0,0.0,1.0
2024-06-19 07:00:00,20003.119,20900.0,7,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 07:00:00,23.5,16.3,64.0,0.0,,150.0,10.8,22.2,1011.3,,2.0,0.0,1.0
2024-06-19 08:00:00,20858.7275,21375.0,8,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 08:00:00,25.7,17.1,59.0,0.0,,180.0,10.8,24.1,1011.4,,2.0,0.0,1.0
2024-06-19 09:00:00,20599.805,21238.5,9,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 09:00:00,27.9,16.8,51.0,0.0,,210.0,10.8,25.9,1011.0,,2.0,0.0,1.0
2024-06-19 10:00:00,20693.323,20627.5,10,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 10:00:00,29.1,16.6,47.0,0.0,,260.0,14.4,25.9,1011.0,,18.0,0.0,1.0
2024-06-19 11:00:00,21096.1595,20950.0,11,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 11:00:00,30.8,17.1,44.0,5.5,,250.0,14.4,27.8,1010.5,,18.0,0.0,1.0
2024-06-19 12:00:00,21052.236,22160.0,12,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 12:00:00,22.6,18.4,77.0,0.0,,270.0,25.2,29.6,1011.3,,25.0,0.0,1.0
2024-06-19 13:00:00,21091.9505,21897.5,13,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 13:00:00,24.3,19.2,73.0,0.3,,140.0,7.2,31.5,1010.7,,25.0,0.0,1.0
2024-06-19 14:00:00,20953.6715,21070.0,14,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 14:00:00,26.4,19.3,65.0,0.3,,310.0,10.8,31.5,1010.8,,25.0,0.0,1.0
2024-06-19 15:00:00,20876.8475,21045.0,15,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 15:00:00,25.8,18.0,62.0,0.2,,320.0,25.2,31.5,1011.0,,25.0,0.0,1.0
2024-06-19 16:00:00,20867.0515,21345.0,16,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 16:00:00,24.9,17.1,62.0,0.0,,310.0,18.0,33.3,1011.3,,25.0,0.0,1.0
2024-06-19 17:00:00,20855.17,20685.0,17,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 17:00:00,23.1,15.7,63.0,0.3,,310.0,25.2,33.3,1012.1,,25.0,0.0,1.0
2024-06-19 18:00:00,20740.285,20525.0,18,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 18:00:00,22.5,16.1,67.0,0.4,,290.0,14.4,35.2,1012.3,,4.0,0.0,1.0
2024-06-19 19:00:00,20872.588,21050.0,19,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 19:00:00,18.1,14.6,80.0,0.1,,320.0,32.4,35.2,1013.5,,25.0,0.0,1.0
2024-06-19 20:00:00,20778.723,20850.0,20,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 20:00:00,16.3,12.8,80.0,0.2,,320.0,28.8,31.5,1015.1,,18.0,0.0,0.0
2024-06-19 21:00:00,19530.6775,19875.0,21,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 21:00:00,14.7,13.1,90.0,1.4,,330.0,18.0,29.6,1016.6,,18.0,0.0,0.0
2024-06-19 22:00:00,18053.123,18625.0,22,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 22:00:00,14.7,13.7,94.0,0.6,,310.0,10.8,33.3,1016.9,,18.0,0.0,0.0
2024-06-19 23:00:00,16585.838,16650.0,23,Wednesday,17.5,13.4,15.5,13.3,0.6,W,,,6.1,,,,,,,,,,,,,,,,,,,R,,,,2024-06-19,Wednesday,2024-06-19 23:00:00,14.5,13.4,93.0,1.0,,290.0,21.6,31.5,1018.2,,18.0,0.0,0.0
2024-06-20 00:00:00,15505.2155,15750.0,0,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 00:00:00,13.6,12.2,91.0,0.0,,280.0,10.8,29.6,1018.5,,1.0,0.0,0.0
2024-06-20 01:00:00,14988.203,15075.0,1,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 01:00:00,12.8,11.5,92.0,0.0,,270.0,10.8,27.8,1019.0,,18.0,0.0,0.0
2024-06-20 02:00:00,14808.701,14850.0,2,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 02:00:00,12.1,11.2,94.0,0.0,,270.0,10.8,24.1,1019.6,,2.0,0.0,0.0
2024-06-20 03:00:00,14658.101,14850.0,3,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 03:00:00,12.3,11.5,95.0,0.0,,280.0,10.8,24.1,1020.2,,2.0,0.0,1.0
2024-06-20 04:00:00,14713.397,14850.0,4,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 04:00:00,12.7,11.8,94.0,0.0,,270.0,14.4,25.9,1021.2,,2.0,0.0,1.0
2024-06-20 05:00:00,15433.477,15425.0,5,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 05:00:00,13.3,11.5,89.0,0.0,,290.0,18.0,25.9,1021.8,,2.0,0.0,1.0
2024-06-20 06:00:00,17931.3965,17850.0,6,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 06:00:00,15.0,11.6,80.0,0.0,,280.0,18.0,27.8,1022.3,,3.0,0.0,1.0
2024-06-20 07:00:00,19683.795,19675.0,7,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 07:00:00,16.0,11.6,75.0,0.0,,270.0,18.0,31.5,1022.6,,2.0,0.0,1.0
2024-06-20 08:00:00,20109.895,20250.0,8,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 08:00:00,17.9,11.2,65.0,0.0,,270.0,14.4,31.5,1023.1,,2.0,0.0,1.0
2024-06-20 09:00:00,20136.17,20150.0,9,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 09:00:00,17.7,9.6,59.0,0.0,,260.0,18.0,31.5,1023.4,,2.0,0.0,1.0
2024-06-20 10:00:00,19777.324,19700.0,10,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 10:00:00,20.0,9.6,51.0,0.0,,290.0,18.0,31.5,1022.6,,3.0,0.0,1.0
2024-06-20 11:00:00,19738.862500000003,19925.0,11,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 11:00:00,20.2,8.8,48.0,0.0,,290.0,14.4,29.6,1022.4,,3.0,0.0,1.0
2024-06-20 12:00:00,19565.5485,20000.0,12,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 12:00:00,21.3,8.6,44.0,0.0,,250.0,10.8,29.6,1022.1,,3.0,0.0,1.0
2024-06-20 13:00:00,19424.5515,19825.0,13,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 13:00:00,21.4,9.0,45.0,0.0,,280.0,14.4,27.8,1022.3,,2.0,0.0,1.0
2024-06-20 14:00:00,19510.717,19850.0,14,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 14:00:00,22.1,8.6,42.0,0.0,,260.0,14.4,25.9,1021.9,,2.0,0.0,1.0
2024-06-20 15:00:00,19879.1635,20000.0,15,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 15:00:00,22.4,8.1,40.0,0.0,,270.0,10.8,24.1,1021.2,,2.0,0.0,1.0
2024-06-20 16:00:00,19972.845500000003,20100.0,16,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 16:00:00,22.3,8.0,40.0,0.0,,260.0,10.8,18.5,1021.3,,2.0,0.0,1.0
2024-06-20 17:00:00,20093.2285,20100.0,17,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 17:00:00,22.2,8.7,42.0,0.0,,260.0,10.8,18.5,1020.9,,2.0,0.0,1.0
2024-06-20 18:00:00,20318.807500000003,20275.0,18,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 18:00:00,21.2,8.5,44.0,0.0,,250.0,7.2,16.7,1020.6,,3.0,0.0,1.0
2024-06-20 19:00:00,20655.8955,20450.0,19,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 19:00:00,19.4,9.6,53.0,0.0,,220.0,3.6,13.0,1020.3,,2.0,0.0,1.0
2024-06-20 20:00:00,20806.5465,20400.0,20,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 20:00:00,18.2,9.8,58.0,0.0,,200.0,3.6,11.1,1020.3,,2.0,0.0,0.0
2024-06-20 21:00:00,20085.988,19575.0,21,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 21:00:00,15.3,10.1,71.0,0.0,,210.0,3.6,11.1,1020.2,,2.0,0.0,0.0
2024-06-20 22:00:00,18862.569000000003,18175.0,22,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 22:00:00,15.1,10.7,75.0,0.0,,180.0,3.6,9.3,1020.9,,2.0,0.0,0.0
2024-06-20 23:00:00,17316.425,16675.0,23,Thursday,18.5,14.5,15.6,14.7,,,,,13.9,,,,,,,,,,,,,,,,,,,R,,,,2024-06-20,Thursday,2024-06-20 23:00:00,13.3,11.0,86.0,0.0,,0.0,0.0,9.3,1020.9,,2.0,0.0,0.0
2024-06-21 00:00:00,16059.561,15650.0,0,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 00:00:00,12.9,9.9,82.0,0.0,,140.0,7.6,9.3,1020.7,,3.0,0.0,0.0
2024-06-21 01:00:00,15522.004,15125.0,1,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 01:00:00,13.5,10.7,83.0,0.0,,120.0,3.6,9.3,1020.1,,2.0,0.0,0.0
2024-06-21 02:00:00,15068.2505,14875.0,2,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 02:00:00,12.8,10.9,88.0,0.0,,140.0,3.6,9.3,1020.2,,2.0,0.0,0.0
2024-06-21 03:00:00,14898.6845,14750.0,3,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 03:00:00,13.0,11.1,88.0,0.0,,110.0,3.6,9.3,1019.8,,2.0,0.0,1.0
2024-06-21 04:00:00,14965.5385,14750.0,4,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 04:00:00,15.2,12.5,84.0,0.0,,120.0,3.6,11.1,1019.7,,1.0,0.0,1.0
2024-06-21 05:00:00,15523.0195,15500.0,5,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 05:00:00,18.3,12.3,68.0,0.0,,120.0,3.6,13.0,1019.6,,1.0,0.0,1.0
2024-06-21 06:00:00,18287.542,18125.0,6,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 06:00:00,20.4,11.9,58.0,0.0,,140.0,7.2,14.8,1019.2,,2.0,0.0,1.0
2024-06-21 07:00:00,20106.518,19975.0,7,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 07:00:00,21.9,11.0,50.0,0.0,,110.0,7.2,14.8,1019.2,,2.0,0.0,1.0
2024-06-21 08:00:00,20695.131500000003,20575.0,8,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 08:00:00,22.5,9.6,44.0,0.0,,160.0,7.2,16.7,1018.7,,2.0,0.0,1.0
2024-06-21 09:00:00,20243.166,20525.0,9,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 09:00:00,23.8,10.5,43.0,0.0,,140.0,7.2,18.5,1018.5,,2.0,0.0,1.0
2024-06-21 10:00:00,20068.360500000003,20300.0,10,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 10:00:00,24.4,10.3,41.0,0.0,,260.0,7.2,16.7,1018.3,,1.0,0.0,1.0
2024-06-21 11:00:00,20194.6315,20750.0,11,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 11:00:00,25.3,10.7,40.0,0.0,,140.0,7.2,16.7,1017.7,,1.0,0.0,1.0
2024-06-21 12:00:00,20303.59,20800.0,12,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 12:00:00,26.6,11.5,39.0,0.0,,140.0,7.2,16.7,1017.1,,1.0,0.0,1.0
2024-06-21 13:00:00,20177.913,20650.0,13,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 13:00:00,26.9,11.0,37.0,0.0,,150.0,7.2,16.7,1016.6,,2.0,0.0,1.0
2024-06-21 14:00:00,20458.636,20425.0,14,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 14:00:00,27.0,11.1,37.0,0.0,,210.0,7.2,18.5,1015.8,,2.0,0.0,1.0
2024-06-21 15:00:00,20856.5485,20425.0,15,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 15:00:00,27.1,11.2,37.0,0.0,,140.0,7.2,18.5,1015.2,,2.0,0.0,1.0
2024-06-21 16:00:00,21117.2885,20450.0,16,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 16:00:00,27.0,12.3,40.0,0.0,,140.0,7.2,14.8,1014.8,,2.0,0.0,1.0
2024-06-21 17:00:00,21004.012,20375.0,17,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 17:00:00,26.2,12.3,42.0,0.0,,140.0,7.2,16.7,1013.9,,2.0,0.0,1.0
2024-06-21 18:00:00,20741.9705,20325.0,18,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 18:00:00,25.4,12.3,44.0,0.0,,140.0,7.2,18.5,1013.4,,3.0,0.0,1.0
2024-06-21 19:00:00,20609.6555,21075.0,19,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 19:00:00,24.3,12.6,48.0,0.0,,130.0,3.6,18.5,1013.5,,2.0,0.0,1.0
2024-06-21 20:00:00,20419.476,20700.0,20,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 20:00:00,23.2,13.7,55.0,0.0,,130.0,7.2,20.4,1013.7,,2.0,0.0,0.0
2024-06-21 21:00:00,19571.6185,19925.0,21,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 21:00:00,22.4,13.5,57.0,0.0,,120.0,10.8,18.5,1013.4,,2.0,0.0,0.0
2024-06-21 22:00:00,18388.624000000003,18025.0,22,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 22:00:00,21.1,13.3,61.0,0.0,,120.0,10.8,18.5,1013.2,,2.0,0.0,0.0
2024-06-21 23:00:00,16853.4035,16475.0,23,Friday,20.1,12.0,17.0,11.2,,,,,5.2,,,,,,,,,,,,,,,,,,,R,,,,2024-06-21,Friday,2024-06-21 23:00:00,20.8,13.3,62.0,0.0,,120.0,10.8,18.5,1012.5,,2.0,0.0,0.0
2024-06-22 00:00:00,15839.731,15550.0,0,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 00:00:00,21.2,12.9,59.0,0.0,,130.0,10.8,18.5,1011.5,,4.0,1.0,0.0
2024-06-22 01:00:00,15168.4115,14875.0,1,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 01:00:00,20.3,13.3,64.0,0.0,,120.0,10.8,20.4,1011.1,,18.0,1.0,0.0
2024-06-22 02:00:00,14674.0685,14475.0,2,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 02:00:00,20.9,13.3,62.0,0.0,,80.0,14.4,20.4,1009.5,,18.0,1.0,0.0
2024-06-22 03:00:00,14669.8475,14275.0,3,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 03:00:00,20.0,13.5,66.0,0.0,,140.0,7.2,20.4,1009.9,,18.0,1.0,1.0
2024-06-22 04:00:00,14355.825,14075.0,4,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 04:00:00,20.6,13.8,65.0,0.0,,120.0,10.8,18.5,1009.2,,18.0,1.0,1.0
2024-06-22 05:00:00,14371.358,13950.0,5,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 05:00:00,21.3,14.2,64.0,0.0,,130.0,14.4,18.5,1008.6,,18.0,1.0,1.0
2024-06-22 06:00:00,15244.2555,15075.0,6,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 06:00:00,20.3,14.6,70.0,0.0,,140.0,10.8,18.5,1008.5,,17.0,1.0,1.0
2024-06-22 07:00:00,16587.497,16400.0,7,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 07:00:00,18.6,16.4,87.0,0.0,,160.0,10.8,18.5,1008.7,,18.0,1.0,1.0
2024-06-22 08:00:00,17743.781,17475.0,8,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 08:00:00,20.1,17.7,86.0,0.0,,190.0,7.2,18.5,1008.4,,18.0,1.0,1.0
2024-06-22 09:00:00,18174.879,18325.0,9,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 09:00:00,22.9,18.4,76.0,0.0,,230.0,7.2,20.4,1008.7,,18.0,1.0,1.0
2024-06-22 10:00:00,18526.7665,18400.0,10,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 10:00:00,23.2,18.1,73.0,0.0,,260.0,10.8,20.4,1009.8,,3.0,1.0,1.0
2024-06-22 11:00:00,18872.049,18400.0,11,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 11:00:00,24.6,17.3,64.0,0.0,,260.0,10.8,25.9,1008.8,,3.0,1.0,1.0
2024-06-22 12:00:00,18294.1805,18400.0,12,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 12:00:00,25.4,17.3,61.0,0.0,,250.0,14.4,27.8,1008.4,,3.0,1.0,1.0
2024-06-22 13:00:00,17361.983,18375.0,13,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 13:00:00,25.1,16.5,59.0,0.0,,250.0,14.4,27.8,1008.6,,3.0,1.0,1.0
2024-06-22 14:00:00,17006.066,17850.0,14,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 14:00:00,26.1,14.9,50.0,0.0,,250.0,14.4,31.5,1008.2,,2.0,1.0,1.0
2024-06-22 15:00:00,17350.1895,17500.0,15,Saturday,20.6,16.5,18.2,16.6,8.9,W,,,2.0,,,,,,,,,,,,,,,,,,,R,,,,2024-06-22,Saturday,2024-06-22 15:00:00,23.9,14.6,56.0,0.0,,260.0,18.0,33.3,1008.5,,2.0,1.0,1.0
