Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20230919;1;16360;15985,725
20230919;2;15726;15525,513
20230919;3;15292;15304,350
20230919;4;15353;15247,600
20230919;5;15809;15612,400
20230919;6;17055;16440,538
20230919;7;19743;18771,300
20230919;8;21236;20713,100
20230919;9;21795;21792,613
20230919;10;21614;22092,838
20230919;11;21480;21847,950
20230919;12;21427;22157,238
20230919;13;21348;22393,088
20230919;14;21378;22059,563
20230919;15;20800;21667,913
20230919;16;20968;21704,463
20230919;17;21126;21437,725
20230919;18;21177;21302,725
20230919;19;21949;21303,925
20230919;20;22689;22278,663
20230919;21;22387;21785,500
20230919;22;20979;20112,700
20230919;23;18774;18384,350
20230919;24;17456;17045,738
20230920;1;16022;15995,988
20230920;2;15355;15498,188
20230920;3;14942;15071,913
20230920;4;14983;15051,088
20230920;5;15432;15268,800
20230920;6;16634;16100,363
20230920;7;19382;18217,200
20230920;8;20662;20072,550
20230920;9;21218;20936,425
20230920;10;21071;20643,550
20230920;11;20628;20141,625
20230920;12;20520;20181,638
20230920;13;20519;20185,113
20230920;14;20607;20323,625
20230920;15;20816;20221,713
20230920;16;21037;20583,313
20230920;17;21269;20898,163
20230920;18;21518;20966,850
20230920;19;21843;21077,538
20230920;20;22750;22244,075
20230920;21;22572;21807,125
20230920;22;20938;20030,650
20230920;23;18762;18138,100
20230920;24;17384;16761,175
20230921;1;16210;15673,363
20230921;2;15556;15222,425
20230921;3;15156;14946,613
20230921;4;15202;14992,688
20230921;5;15645;15252,238
20230921;6;16834;16107,188
20230921;7;19563;18445,950
20230921;8;20806;20329,463
20230921;9;21298;21422,438
20230921;10;21155;21140,313
20230921;11;20627;20601,400
20230921;12;20495;20588,588
20230921;13;20418;20400,875
20230921;14;20476;20441,013
20230921;15;20559;20583,938
20230921;16;20752;21027,200
20230921;17;20960;21422,588
20230921;18;21173;21335,513
20230921;19;21590;21416,600
20230921;20;22551;22300,425
20230921;21;22206;21677,400
