Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20230819;1;16070;16597,363
20230819;2;15424;15912,463
20230819;3;14682;15472,425
20230819;4;14442;15346,163
20230819;5;14251;15345,950
20230819;6;14208;15081,488
20230819;7;15430;15733,800
20230819;8;16600;16860,813
20230819;9;17570;18076,163
20230819;10;17881;18670,300
20230819;11;17742;18726,488
20230819;12;17660;18752,125
20230819;13;17626;18786,838
20230819;14;17659;18705,963
20230819;15;17742;18790,263
20230819;16;18054;18951,113
20230819;17;18257;19024,725
20230819;18;18426;18985,675
20230819;19;18584;18956,825
20230819;20;18672;19066,600
20230819;21;18978;19431,913
20230819;22;18776;18808,800
20230819;23;17577;17463,900
20230819;24;16228;16146,850
20230820;1;15024;15056,575
20230820;2;14278;14398,750
20230820;3;13932;13966,538
20230820;4;13635;13699,800
20230820;5;13486;13553,975
20230820;6;13236;13241,625
20230820;7;13804;13522,888
20230820;8;14715;14283,800
20230820;9;15583;15272,600
20230820;10;15958;15937,700
20230820;11;15983;16070,175
20230820;12;15907;16156,563
20230820;13;15808;16191,825
20230820;14;15913;16135,838
20230820;15;15974;16209,000
20230820;16;16121;16204,163
20230820;17;16513;16611,938
20230820;18;16875;16904,225
20230820;19;17232;17361,375
20230820;20;17724;17822,000
20230820;21;17983;18326,375
20230820;22;17834;17973,163
20230820;23;16939;16986,825
20230820;24;15689;15759,688
20230821;1;14565;14872,725
20230821;2;14017;14373,463
20230821;3;13768;14101,825
20230821;4;13869;14048,925
20230821;5;14324;14386,175
20230821;6;15929;14954,200
20230821;7;18805;17599,163
20230821;8;20531;19943,500
20230821;9;21522;21299,350
20230821;10;21553;21819,650
20230821;11;21654;21493,000
20230821;12;21581;21622,288
20230821;13;21743;21784,175
20230821;14;21844;21397,288
20230821;15;21664;21117,975
20230821;16;21763;21479,400
20230821;17;21805;21465,638
20230821;18;21729;21594,613
20230821;19;21664;21523,600
20230821;20;22120;21786,475
20230821;21;22384;22234,663
20230821;22;21590;21051,063
20230821;23;19751;19177,575
20230821;24;18308;17680,613
20230822;1;16618;16563,888
20230822;2;15927;16059,800
20230822;3;15533;15737,638
