Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20240202;21;23701;23079,800
20240202;22;22551;21411,300
20240202;23;20651;20040,025
20240202;24;19401;18789,625
20240203;1;17951;17508,938
20240203;2;17151;16957,750
20240203;3;16551;16460,700
20240203;4;16451;16353,500
20240203;5;16451;16437,513
20240203;6;16751;16726,200
20240203;7;17801;17394,463
20240203;8;18800;18264,238
20240203;9;19985;19748,600
20240203;10;20946;20753,038
20240203;11;21202;21224,325
20240203;12;21219;21392,588
20240203;13;21219;21335,500
20240203;14;21228;21265,063
20240203;15;20843;20616,063
20240203;16;20641;20450,713
20240203;17;21045;20515,788
20240203;18;21051;21022,950
20240203;19;20851;20875,013
20240203;20;20401;20527,175
20240203;21;19901;19846,588
20240203;22;18851;18777,813
20240203;23;17705;17714,300
20240203;24;16657;16674,625
20240204;1;15551;15808,263
20240204;2;14851;15072,650
20240204;3;14501;14735,113
20240204;4;14301;14461,938
20240204;5;14401;14574,588
20240204;6;14701;14760,763
20240204;7;15301;15275,488
20240204;8;16343;15605,125
20240204;9;17573;16479,063
20240204;10;18477;17254,288
20240204;11;18894;18123,388
20240204;12;19131;18405,950
20240204;13;19501;18676,613
20240204;14;19528;18914,925
20240204;15;19316;18746,400
20240204;16;18964;18421,350
20240204;17;19549;18671,350
20240204;18;19551;19309,050
20240204;19;19501;19350,388
20240204;20;19501;19354,475
20240204;21;19401;18869,288
20240204;22;18501;17930,425
20240204;23;17701;17221,588
20240204;24;16701;16338,538
20240205;1;15751;15518,913
20240205;2;15401;15154,700
20240205;3;15401;14977,525
20240205;4;15651;15036,838
20240205;5;16501;15518,538
20240205;6;18801;16767,713
20240205;7;22451;19862,750
20240205;8;23946;22003,500
20240205;9;24688;23019,388
20240205;10;24625;23323,938
20240205;11;24329;23323,025
20240205;12;24249;23738,925
20240205;13;24405;23943,613
20240205;14;24578;24140,450
20240205;15;24045;23636,288
20240205;16;23946;23480,050
20240205;17;24698;23638,013
20240205;18;24749;23820,075
20240205;19;24344;23528,363
20240205;20;24337;23363,400
20240205;21;23871;22704,775
20240205;22;22740;21180,238
20240205;23;20949;19646,175
20240205;24;19696;18260,063
20240206;1;18161;17252,588
20240206;2;17441;16678,238
20240206;3;16976;16324,900
20240206;4;17063;16438,350
20240206;5;17703;16820,363
20240206;6;19148;17788,525
20240206;7;22390;20539,500
20240206;8;23469;22268,463
20240206;9;24008;23250,713
20240206;10;23953;23398,488
20240206;11;23856;23154,413
20240206;12;23828;23328,500
20240206;13;23928;23491,250
20240206;14;24198;23705,963
20240206;15;23631;23407,288
20240206;16;23571;23318,163
20240206;17;24399;23455,413
20240206;18;24401;23913,888
20240206;19;24051;23623,713
20240206;20;24051;23468,238
20240206;21;23551;22758,238
20240206;22;22251;21125,363
20240206;23;20351;19578,250
20240206;24;19151;18320,300
20240207;1;17601;17361,775
20240207;2;17051;16737,050
20240207;3;16751;16408,350
20240207;4;16851;16477,788
20240207;5;17501;16924,800
20240207;6;18955;17907,725
20240207;7;22257;20687,700
20240207;8;23508;22282,375
20240207;9;24235;23286,038
20240207;10;24246;23716,225
20240207;11;24617;23493,575
20240207;12;24650;24053,500
20240207;13;24706;24015,550
20240207;14;24880;24243,425
20240207;15;24379;23736,513
20240207;16;24162;23677,813
20240207;17;24559;23947,113
20240207;18;24773;24604,988
20240207;19;24578;24383,400
20240207;20;24636;24208,850
20240207;21;24096;23582,575
20240207;22;22949;22062,663
20240207;23;21100;20546,100
20240207;24;19943;19188,063
20240208;1;18437;18375,200
20240208;2;17858;17828,725
20240208;3;17621;17471,850
20240208;4;17629;17654,363
20240208;5;18432;17959,013
20240208;6;19873;19002,238
20240208;7;23055;21554,500
20240208;8;24365;23296,800
20240208;9;24954;24264,925
20240208;10;25023;24383,988
20240208;11;25176;24236,188
20240208;12;25144;24334,938
20240208;13;25213;24496,600
20240208;14;25455;24588,400
20240208;15;25044;24063,963
20240208;16;24920;23880,238
20240208;17;25555;24180,650
20240208;18;25726;24776,663
20240208;19;25477;24588,850
20240208;20;25478;24469,775
20240208;21;24882;23894,275
20240208;22;23687;22510,525
20240208;23;21790;21046,725
20240208;24;20589;19658,463
20240209;1;19001;18669,538
20240209;2;18189;18056,975
20240209;3;17773;17716,525
20240209;4;17852;17656,563
20240209;5;18373;17836,888
20240209;6;19939;18771,750
20240209;7;23057;21244,975
20240209;8;24375;22925,738
20240209;9;25267;23835,975
20240209;10;25374;24322,238
20240209;11;25345;24270,938
20240209;12;25323;24574,100
20240209;13;25571;24641,725
20240209;14;25835;24732,763
20240209;15;24992;24178,775
20240209;16;24588;23917,625
20240209;17;25236;23795,738
20240209;18;25274;24351,825
20240209;19;24919;24086,088
20240209;20;24925;23862,913
20240209;21;24391;23108,225
20240209;22;23113;21654,625
20240209;23;21239;20220,513
20240209;24;19966;19068,125
20240210;1;18745;17950,325
20240210;2;18067;17365,163
20240210;3;17531;16974,638
20240210;4;17440;16945,763
20240210;5;17543;17029,125
20240210;6;18041;17096,525
20240210;7;18895;17817,588
20240210;8;19993;18595,288
20240210;9;21033;19762,700
20240210;10;21607;20756,813
20240210;11;21822;20996,513
20240210;12;21749;20853,325
20240210;13;21595;20740,800
20240210;14;21627;20730,963
20240210;15;20991;20415,025
20240210;16;20900;20282,638
20240210;17;21610;20340,550
20240210;18;21858;20930,025
20240210;19;21778;20804,438
20240210;20;21412;20362,613
20240210;21;20804;19771,325
20240210;22;19749;18767,538
20240210;23;18644;17725,213
20240210;24;17533;16585,938
20240211;1;16207;15634,738
20240211;2;15538;15012,600
20240211;3;15068;14558,550
20240211;4;14853;14369,213
20240211;5;14893;14441,000
20240211;6;15139;14630,538
20240211;7;15738;14945,088
20240211;8;16433;15286,975
20240211;9;17455;16283,988
20240211;10;18271;17329,050
20240211;11;19105;18065,813
20240211;12;19261;18480,200
20240211;13;19575;18670,350
20240211;14;19600;18645,213
20240211;15;19483;18344,763
20240211;16;19114;18008,700
20240211;17;19637;18135,775
20240211;18;19884;18971,588
20240211;19;19882;19180,025
20240211;20;19838;19392,375
20240211;21;19548;19068,625
20240211;22;18705;18118,525
20240211;23;17911;17393,050
20240211;24;17066;16373,425
20240212;1;16009;15568,613
20240212;2;15565;15346,100
20240212;3;15271;15092,775
20240212;4;15526;15048,050
20240212;5;16228;15514,163
20240212;6;18431;16725,275
20240212;7;21732;19680,663
20240212;8;23168;21726,938
20240212;9;23823;22685,613
20240212;10;23821;23124,100
20240212;11;23869;23010,263
20240212;12;23930;23248,988
20240212;13;24224;23132,775
20240212;14;24436;23170,000
20240212;15;23855;22712,288
20240212;16;23579;22543,913
20240212;17;23899;22779,888
20240212;18;24084;23522,688
20240212;19;23758;23507,650
20240212;20;23586;23367,900
20240212;21;23068;22717,513
20240212;22;21855;21223,175
20240212;23;19941;19761,763
20240212;24;18625;18372,988
20240213;1;17420;17366,388
20240213;2;16763;16939,938
20240213;3;16359;16676,738
20240213;4;16509;16586,175
20240213;5;17166;17048,675
20240213;6;18727;18080,188
20240213;7;21791;20675,813
20240213;8;23045;22288,950
20240213;9;23531;23197,438
20240213;10;23449;23312,213
20240213;11;23175;23006,675
20240213;12;23112;23565,775
20240213;13;23039;23766,838
20240213;14;23219;23960,075
20240213;15;22928;23375,850
20240213;16;22986;23221,000
20240213;17;23794;23353,863
20240213;18;24306;24146,550
20240213;19;24160;24098,125
20240213;20;24012;23916,175
20240213;21;23619;23198,688
20240213;22;22229;21629,550
20240213;23;20490;20249,750
20240213;24;19203;18942,350
20240214;1;17601;18009,138
20240214;2;16964;17528,575
20240214;3;16576;17271,513
20240214;4;16635;17303,275
20240214;5;17341;17691,875
20240214;6;18891;18695,663
20240214;7;21883;21149,275
20240214;8;23020;22716,250
20240214;9;23304;23149,138
20240214;10;23149;22743,613
20240214;11;22910;22100,963
20240214;12;22843;22118,225
20240214;13;22875;21964,525
20240214;14;23052;22169,550
20240214;15;22711;22243,238
20240214;16;22714;22621,550
20240214;17;23289;22995,088
20240214;18;23993;23762,400
20240214;19;23804;23676,963
20240214;20;23780;23641,338
20240214;21;23321;22922,800
20240214;22;22019;21499,738
20240214;23;20271;19891,663
20240214;24;18977;18690,163
20240215;1;17774;17704,975
20240215;2;17133;17188,288
20240215;3;16742;16863,075
20240215;4;16802;16901,013
20240215;5;17514;17250,475
20240215;6;19074;18082,950
20240215;7;21880;20625,825
20240215;8;23054;22402,763
20240215;9;23559;23191,550
20240215;10;23588;23370,850
20240215;11;23434;23255,188
20240215;12;23596;23189,275
20240215;13;23590;23134,338
20240215;14;23761;23300,738
20240215;15;23136;22755,600
20240215;16;22895;22582,825
20240215;17;23443;22930,213
20240215;18;23901;23707,713
20240215;19;23723;23726,950
20240215;20;23703;23538,900
20240215;21;23242;22915,838
20240215;22;22086;21327,300
20240215;23;20331;19799,950
20240215;24;19031;18544,038
20240216;1;17696;17561,875
20240216;2;16988;17068,025
20240216;3;16581;16751,813
20240216;4;16620;16755,375
20240216;5;17308;17121,238
20240216;6;18895;18083,475
20240216;7;21676;20484,038
20240216;8;22773;21998,913
20240216;9;22956;22566,350
20240216;10;22619;22420,713
20240216;11;22001;21687,288
20240216;12;21920;21339,400
20240216;13;21927;21343,250
20240216;14;22146;21335,925
20240216;15;21626;21204,075
20240216;16;21602;21750,663
20240216;17;22469;22104,213
20240216;18;23242;22908,338
20240216;19;23100;23051,388
20240216;20;23082;22881,150
20240216;21;22585;22236,775
20240216;22;21495;20718,238
20240216;23;19711;19326,763
20240216;24;18430;18137,713
20240217;1;17298;17188,725
20240217;2;16771;16480,375
20240217;3;16334;16185,125
20240217;4;16287;16128,663
20240217;5;16395;16248,250
20240217;6;16856;16488,763
20240217;7;17664;17086,588
20240217;8;18949;17951,038
20240217;9;20079;19236,713
20240217;10;20763;20184,738
20240217;11;20874;20682,513
20240217;12;20842;20938,938
20240217;13;20725;20978,288
20240217;14;20884;20720,825
20240217;15;20255;20017,875
20240217;16;20167;19809,900
20240217;17;20529;19755,238
20240217;18;21042;20358,188
20240217;19;20972;20589,263
20240217;20;20645;20383,313
20240217;21;20166;19834,963
20240217;22;19142;18864,525
20240217;23;18125;17939,050
20240217;24;17058;16827,925
20240218;1;15988;15866,063
20240218;2;15459;15311,850
20240218;3;15178;14998,213
20240218;4;14993;14952,863
20240218;5;15105;14918,838
20240218;6;15362;15104,400
20240218;7;15817;15464,225
20240218;8;16422;16027,950
20240218;9;17470;17090,975
20240218;10;18133;17946,075
20240218;11;18474;18124,425
20240218;12;18382;18213,488
20240218;13;18379;17933,425
20240218;14;18228;17800,363
20240218;15;18012;17746,763
20240218;16;17785;17756,013
20240218;17;18305;18111,413
20240218;18;19422;19157,350
20240218;19;19361;19642,138
20240218;20;19306;19640,875
20240218;21;19266;19229,638
20240218;22;18488;18321,813
20240218;23;17617;17572,563
20240218;24;16755;16592,250
20240219;1;15750;15929,150
20240219;2;15292;15477,488
20240219;3;14995;15232,375
20240219;4;15260;15269,025
20240219;5;15979;15689,763
20240219;6;17998;17062,238
20240219;7;21215;19961,925
20240219;8;22653;22118,125
20240219;9;23373;23344,700
20240219;10;23401;23908,113
20240219;11;23583;23714,925
20240219;12;23870;24319,950
20240219;13;24115;24768,538
20240219;14;24369;24303,088
20240219;15;23632;23664,113
20240219;16;23346;23304,788
20240219;17;23500;23221,225
20240219;18;23850;23604,700
20240219;19;23810;23610,850
20240219;20;23767;23490,825
20240219;21;23271;22963,013
20240219;22;22074;21349,250
20240219;23;20331;19866,688
20240219;24;19042;18703,413
