Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20240501;5;13743;13760,450
20240501;6;13200;13142,825
20240501;7;13890;13379,138
20240501;8;14785;14431,300
20240501;9;15536;15165,350
20240501;10;15916;15887,425
20240501;11;15914;15878,800
20240501;12;15813;15617,375
20240501;13;15663;15340,675
20240501;14;15582;15345,900
20240501;15;15268;15297,675
20240501;16;15181;15432,800
20240501;17;15102;15714,775
20240501;18;15360;16357,325
20240501;19;15950;16281,313
20240501;20;16438;16271,013
20240501;21;17148;16627,713
20240501;22;16955;16395,825
20240501;23;15809;15331,063
20240501;24;14769;14107,563
20240502;1;13626;13244,638
20240502;2;13044;12657,888
20240502;3;12706;12374,188
20240502;4;12661;12306,550
20240502;5;12761;12542,688
20240502;6;13105;12614,538
20240502;7;14594;13737,213
20240502;8;15650;15259,163
20240502;9;16269;16073,113
20240502;10;16406;15940,625
20240502;11;16099;16087,688
20240502;12;15935;15867,175
20240502;13;16101;16037,375
20240502;14;16314;16653,663
20240502;15;16355;16547,513
20240502;16;16423;16717,575
20240502;17;16656;16704,013
20240502;18;16926;16986,963
20240502;19;17070;17443,588
20240502;20;17479;17428,450
20240502;21;18118;17616,488
20240502;22;17798;16987,875
20240502;23;16468;15828,538
20240502;24;15286;14477,863
20240503;1;14145;13450,300
20240503;2;13422;13004,488
20240503;3;13043;12675,550
20240503;4;12906;12568,800
20240503;5;12915;12484,913
20240503;6;12525;12138,138
20240503;7;13280;12478,350
20240503;8;14228;13337,650
20240503;9;15061;14093,113
20240503;10;15360;14262,875
20240503;11;15299;14609,850
20240503;12;15175;14685,538
20240503;13;15024;14653,313
20240503;14;15127;14753,763
20240503;15;14936;14842,913
20240503;16;14961;14738,475
20240503;17;15114;15001,800
20240503;18;15478;15312,038
20240503;19;15825;15995,438
20240503;20;16413;16115,138
20240503;21;16999;16567,913
20240503;22;16872;16390,513
20240503;23;15967;15437,875
20240503;24;14818;14322,600
20240504;1;13718;13464,825
20240504;2;13071;12871,688
20240504;3;12774;12667,038
20240504;4;12728;12602,138
20240504;5;12885;12519,988
20240504;6;13090;12452,000
20240504;7;14478;13212,625
20240504;8;15790;14491,700
20240504;9;16607;15252,875
20240504;10;16374;15591,500
20240504;11;16289;15744,750
20240504;12;16164;15884,588
20240504;13;15921;16069,100
20240504;14;16022;16243,050
20240504;15;15825;16409,250
20240504;16;15905;16397,725
20240504;17;16227;16671,238
20240504;18;16602;17036,075
20240504;19;16773;17498,163
20240504;20;17239;17433,963
20240504;21;17897;17703,400
20240504;22;17731;17308,150
20240504;23;16421;16160,200
20240504;24;15159;14721,950
20240505;1;13816;13707,675
20240505;2;13264;13108,663
20240505;3;12911;12680,863
20240505;4;12759;12535,013
20240505;5;12806;12296,588
20240505;6;12448;11786,350
20240505;7;13326;12192,313
20240505;8;14122;13086,088
20240505;9;14750;14275,713
20240505;10;15028;14827,775
20240505;11;15100;14764,913
20240505;12;15130;14813,275
20240505;13;15038;15041,925
20240505;14;15201;15713,550
20240505;15;15034;15651,150
20240505;16;15220;15682,650
20240505;17;15262;15608,175
20240505;18;15791;16172,125
20240505;19;16098;16738,513
20240505;20;16544;16961,988
20240505;21;17211;17203,113
20240505;22;17094;16730,813
20240505;23;16031;15736,913
20240505;24;14974;14526,725
20240506;1;14007;13644,263
20240506;2;13498;13218,288
20240506;3;13293;13041,288
20240506;4;13443;13025,325
20240506;5;13746;13357,038
20240506;6;15595;13916,513
20240506;7;18879;16607,575
20240506;8;20246;18791,513
20240506;9;20639;19640,000
20240506;10;20423;19481,388
20240506;11;20118;19189,263
20240506;12;20250;19636,088
20240506;13;20276;19780,375
20240506;14;20492;19810,625
20240506;15;20120;19861,050
20240506;16;20165;20032,475
20240506;17;20381;19921,625
20240506;18;20559;20369,850
20240506;19;20841;20370,375
20240506;20;21203;20952,513
20240506;21;21732;21321,325
20240506;22;21338;20266,725
20240506;23;19497;18409,775
20240506;24;17999;16934,088
20240507;1;16674;15880,575
20240507;2;16067;15354,138
20240507;3;15610;15028,375
20240507;4;15649;15045,163
20240507;5;15737;15201,713
20240507;6;16672;15611,950
20240507;7;19715;17978,750
20240507;8;20923;19717,163
20240507;9;21176;20547,275
20240507;10;21026;20900,138
20240507;11;20746;20485,400
20240507;12;20773;20735,613
20240507;13;20769;20529,863
20240507;14;20941;20249,513
20240507;15;20528;19893,975
20240507;16;20606;20146,188
20240507;17;20580;20253,075
20240507;18;20726;20248,713
20240507;19;20949;20240,600
20240507;20;21250;20863,563
20240507;21;21907;21283,825
20240507;22;21598;20335,425
20240507;23;19715;18547,063
20240507;24;18181;17222,975
20240508;1;16152;16228,788
20240508;2;15570;15593,325
20240508;3;15237;15278,613
20240508;4;15253;15285,613
20240508;5;15568;15470,063
20240508;6;16624;15981,213
20240508;7;19502;18267,300
20240508;8;20811;20069,288
20240508;9;20915;20569,550
20240508;10;20657;20100,263
20240508;11;20311;19351,438
20240508;12;20235;19226,138
20240508;13;20218;19244,738
20240508;14;20212;18898,875
20240508;15;19846;18714,150
20240508;16;20005;19042,400
20240508;17;20283;19530,675
20240508;18;20543;19911,563
20240508;19;20940;20035,800
20240508;20;21258;20689,725
20240508;21;21454;21258,950
20240508;22;21086;20493,900
20240508;23;18944;18741,088
20240508;24;17455;17308,475
20240509;1;16319;16329,500
20240509;2;15591;15717,275
20240509;3;15361;15317,788
20240509;4;15277;15392,150
20240509;5;15640;15663,625
20240509;6;16690;16124,950
20240509;7;19366;18335,663
20240509;8;20289;20095,963
20240509;9;20668;20440,050
20240509;10;20414;19926,163
20240509;11;19696;19305,800
20240509;12;19605;19495,963
20240509;13;19471;19746,388
20240509;14;19368;19827,488
20240509;15;19327;19333,638
20240509;16;19536;19670,263
20240509;17;19751;20257,050
20240509;18;19976;20674,463
20240509;19;20552;21186,438
20240509;20;20931;21423,488
20240509;21;21500;21505,775
20240509;22;21192;20768,238
20240509;23;19039;19045,413
20240509;24;17531;17593,413
20240510;1;16378;16554,738
20240510;2;15761;15939,313
20240510;3;15395;15579,388
20240510;4;15381;15430,875
20240510;5;15668;15532,525
20240510;6;16700;15860,700
20240510;7;19522;18303,100
20240510;8;20470;19968,400
20240510;9;20726;20404,838
20240510;10;20567;20177,600
20240510;11;19919;19784,550
20240510;12;20031;19985,463
20240510;13;20041;19973,188
20240510;14;20107;20045,838
20240510;15;19785;19580,075
20240510;16;20087;19902,813
20240510;17;20194;19927,400
20240510;18;20305;20140,975
20240510;19;20524;20389,013
20240510;20;21215;20865,325
20240510;21;21550;21274,100
20240510;22;21051;20559,350
20240510;23;19159;18810,063
20240510;24;17615;17476,588
20240511;1;16442;16538,625
20240511;2;15696;15927,138
20240511;3;15149;15468,713
20240511;4;15003;15347,825
20240511;5;14955;15189,550
20240511;6;14947;15043,000
20240511;7;16488;15716,650
20240511;8;17670;16789,088
20240511;9;18750;17806,688
20240511;10;19169;18305,463
20240511;11;19178;18301,513
20240511;12;19031;18259,850
20240511;13;18960;18135,175
20240511;14;18941;17877,475
20240511;15;18057;17375,463
20240511;16;18015;17439,875
20240511;17;17912;17358,200
20240511;18;18132;17384,525
20240511;19;18264;17514,613
20240511;20;18600;17848,600
20240511;21;19003;18283,950
20240511;22;18679;17938,438
20240511;23;17370;16778,313
20240511;24;16166;15601,288
20240512;1;14391;14480,275
20240512;2;13802;13891,163
20240512;3;13481;13401,000
20240512;4;13397;13368,675
20240512;5;13159;13150,925
20240512;6;12862;12772,550
20240512;7;13417;13135,188
20240512;8;14280;13990,738
20240512;9;15175;14898,825
20240512;10;15132;15023,038
20240512;11;14353;15281,850
20240512;12;14397;15230,688
20240512;13;14898;15204,663
20240512;14;14293;15149,388
20240512;15;13814;14928,063
20240512;16;14323;14830,875
20240512;17;13978;15170,525
20240512;18;14227;16049,538
20240512;19;15789;16978,375
20240512;20;16728;17508,375
20240512;21;17262;17513,863
20240512;22;17043;17398,413
20240512;23;16076;16373,863
20240512;24;14893;15130,338
20240513;1;14432;14242,338
20240513;2;13795;13880,625
20240513;3;13558;13716,938
20240513;4;13669;13839,900
20240513;5;13929;14002,250
20240513;6;15774;14793,338
20240513;7;18685;17439,750
20240513;8;20113;19461,050
20240513;9;20323;20138,575
20240513;10;20076;19772,150
20240513;11;19282;19256,025
20240513;12;19165;19538,363
20240513;13;19315;19617,425
20240513;14;19363;19542,513
20240513;15;19261;19376,238
20240513;16;19522;19726,438
20240513;17;19885;20217,000
20240513;18;20228;20935,525
20240513;19;20562;21539,538
20240513;20;20977;21505,750
20240513;21;21265;21352,113
20240513;22;20931;20543,888
20240513;23;18880;18692,025
20240513;24;17434;17322,113
20240514;1;16187;16244,225
20240514;2;15602;15632,663
20240514;3;15216;15317,738
20240514;4;15279;15375,025
20240514;5;15640;15418,375
20240514;6;16587;15930,213
20240514;7;19306;18314,713
20240514;8;20301;20163,975
20240514;9;20428;20580,425
20240514;10;20192;20194,775
20240514;11;19257;19537,513
20240514;12;19312;19648,038
20240514;13;19605;19728,463
20240514;14;19662;19540,650
20240514;15;19291;19550,825
20240514;16;19747;19833,138
20240514;17;20156;20032,750
20240514;18;20377;20328,875
20240514;19;20740;20494,525
20240514;20;21110;21105,713
20240514;21;21309;21381,600
20240514;22;20844;20493,413
20240514;23;18930;18816,725
20240514;24;17368;17214,400
20240515;1;16007;16078,713
20240515;2;15420;15472,700
20240515;3;15033;15148,213
20240515;4;15093;15055,575
20240515;5;15449;15153,263
20240515;6;16392;15600,075
20240515;7;19119;17880,850
20240515;8;20133;19864,225
20240515;9;20245;20402,350
20240515;10;19951;19790,450
20240515;11;18961;19433,838
20240515;12;18955;19636,275
20240515;13;19233;19673,663
20240515;14;19226;19540,325
20240515;15;18824;19288,863
20240515;16;19293;19560,500
20240515;17;19761;19914,075
20240515;18;20062;20466,575
20240515;19;20524;21112,588
20240515;20;20962;21184,538
20240515;21;21207;21142,500
20240515;22;20768;20534,475
20240515;23;18866;18857,863
20240515;24;17311;17337,013
20240516;1;15902;16091,400
20240516;2;15313;15325,000
20240516;3;14925;14995,975
20240516;4;14984;14951,475
20240516;5;15339;15054,525
20240516;6;16280;15579,225
20240516;7;19008;17961,200
20240516;8;19983;19980,988
20240516;9;20053;20302,125
20240516;10;19742;20054,175
20240516;11;18744;19800,238
20240516;12;18774;20237,500
20240516;13;19066;20324,000
20240516;14;19077;20223,513
20240516;15;18689;19798,325
20240516;16;19161;19606,463
20240516;17;19625;20075,413
20240516;18;19914;20624,938
20240516;19;20375;21022,088
20240516;20;20838;21190,563
20240516;21;21110;21019,363
20240516;22;20685;20365,975
20240516;23;18789;18611,963
20240516;24;17229;17033,388
20240517;1;15825;15868,175
20240517;2;15232;15307,688
20240517;3;14840;14989,138
20240517;4;14898;15044,000
20240517;5;15254;15055,575
20240517;6;16201;15668,113
20240517;7;18938;17938,625
20240517;8;19905;19753,500
20240517;9;19975;20203,338
20240517;10;19669;19726,588
20240517;11;18691;19299,125
20240517;12;18728;19452,350
20240517;13;19029;19505,675
20240517;14;19078;19702,538
20240517;15;18721;19898,650
20240517;16;19209;20333,500
20240517;17;19677;20664,425
20240517;18;19966;21033,338
20240517;19;20415;21235,975
20240517;20;20886;21170,263
20240517;21;21196;20841,163
20240517;22;20811;20106,688
20240517;23;18940;18613,338
20240517;24;17400;17293,050
20240518;1;16194;16050,888
20240518;2;15559;15442,538
20240518;3;15022;14996,388
20240518;4;14932;14904,838
20240518;5;14840;14554,125
20240518;6;14693;14315,400
20240518;7;15977;15512,250
20240518;8;17081;17019,400
20240518;9;17902;17750,288
20240518;10;17872;17807,038
20240518;11;17689;17950,338
20240518;12;17588;18189,500
20240518;13;17578;18660,388
20240518;14;17554;18039,313
20240518;15;17113;17604,638
20240518;16;17278;17640,413
20240518;17;17475;17512,213
20240518;18;17657;18143,475
20240518;19;17858;17937,625
20240518;20;18142;18293,563
20240518;21;18475;18208,488
20240518;22;18424;18120,088
20240518;23;17224;16860,550
20240518;24;16021;15604,238
20240519;1;14842;14556,675
20240519;2;14151;14018,875
20240519;3;13750;13524,388
20240519;4;13600;13266,688
20240519;5;13498;12919,588
20240519;6;13079;12760,800
20240519;7;13891;13292,913
20240519;8;14988;14130,663
20240519;9;15491;15065,363
20240519;10;15864;15379,550
20240519;11;15986;15325,888
20240519;12;16063;15580,338
20240519;13;16072;15656,338
20240519;14;16138;15494,850
20240519;15;15982;15600,625
20240519;16;15987;15844,075
20240519;17;15938;15900,200
20240519;18;16488;16686,363
20240519;19;17059;16886,763
20240519;20;17625;17160,750
20240519;21;17953;17366,000
20240519;22;17949;17413,313
20240519;23;16998;16406,138
20240519;24;15751;15324,875
