Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20240223;16;23084;22981,638
20240223;17;23371;22783,125
20240223;18;24015;23302,500
20240223;19;23888;23508,963
20240223;20;23669;23250,100
20240223;21;23269;22473,063
20240223;22;21974;21049,450
20240223;23;20235;19623,425
20240223;24;18947;18502,900
20240224;1;17429;17351,350
20240224;2;16710;16769,575
20240224;3;16582;16320,200
20240224;4;16240;16273,675
20240224;5;15923;16357,475
20240224;6;16166;16426,825
20240224;7;16998;17055,138
20240224;8;17787;18060,463
20240224;9;19036;19144,963
20240224;10;19846;19918,800
20240224;11;19463;20119,075
20240224;12;19223;19743,650
20240224;13;19029;19148,438
20240224;14;17963;19299,775
20240224;15;17825;19083,275
20240224;16;17952;19438,088
20240224;17;18535;19425,475
20240224;18;19854;20037,813
20240224;19;20629;20380,438
20240224;20;20248;20106,763
20240224;21;19644;19552,513
20240224;22;18494;18625,163
20240224;23;17492;17554,563
20240224;24;16320;16411,888
20240225;1;15465;15574,925
20240225;2;14926;15118,000
20240225;3;14536;14697,913
20240225;4;14350;14626,275
20240225;5;14414;14800,950
20240225;6;14676;14935,363
20240225;7;15025;15034,925
20240225;8;15472;15508,525
20240225;9;16192;16410,713
20240225;10;16966;16959,650
20240225;11;17145;17021,063
20240225;12;17067;16772,013
20240225;13;16728;16978,938
20240225;14;16674;17442,988
20240225;15;16673;17520,875
20240225;16;16836;17415,888
20240225;17;17655;17497,625
20240225;18;19165;18394,075
20240225;19;19233;19223,488
20240225;20;19214;19394,638
20240225;21;19114;18895,438
20240225;22;18273;17999,675
20240225;23;17435;17230,013
20240225;24;16653;16124,975
20240226;1;15692;15488,138
20240226;2;15258;15205,313
20240226;3;14969;15120,738
20240226;4;15128;15252,800
20240226;5;15832;15687,038
20240226;6;17682;17013,238
20240226;7;20824;19824,575
20240226;8;22138;21713,213
20240226;9;22458;22639,813
20240226;10;22304;22458,025
20240226;11;21629;22042,225
20240226;12;21450;21754,088
20240226;13;21485;21791,213
20240226;14;21579;22087,313
20240226;15;21370;22182,725
20240226;16;21492;22018,950
20240226;17;21993;22036,938
20240226;18;23258;22639,875
20240226;19;23228;22822,475
20240226;20;23166;22646,063
20240226;21;22668;22101,113
20240226;22;21474;20617,900
20240226;23;19735;19062,663
20240226;24;18447;17757,550
20240227;1;17396;16827,113
20240227;2;16850;16420,000
20240227;3;16554;16197,238
20240227;4;16561;16239,500
20240227;5;17168;16639,688
20240227;6;18675;17696,300
20240227;7;21373;20180,450
20240227;8;22377;22003,600
20240227;9;22727;22662,263
20240227;10;22610;22718,625
20240227;11;21803;21872,325
20240227;12;21592;22164,313
20240227;13;21672;22182,838
20240227;14;21887;22414,825
20240227;15;21653;22403,163
20240227;16;21759;22313,013
20240227;17;22057;22393,913
20240227;18;23283;23160,088
20240227;19;23277;23566,550
20240227;20;23125;23417,850
20240227;21;22623;22758,675
20240227;22;21521;21190,413
20240227;23;19825;19607,213
20240227;24;18587;18221,038
20240228;1;17556;17219,038
20240228;2;16960;16778,725
20240228;3;16715;16486,800
20240228;4;16770;16523,450
20240228;5;17423;16930,763
20240228;6;18923;17970,825
20240228;7;21468;20392,525
20240228;8;22523;22243,588
20240228;9;22949;23108,775
20240228;10;22861;23363,388
20240228;11;22387;23026,538
20240228;12;22338;23463,700
20240228;13;22283;23703,663
20240228;14;22478;23711,950
20240228;15;22149;23412,363
20240228;16;22184;23241,588
20240228;17;22263;23140,488
20240228;18;23557;23578,163
20240228;19;23558;23746,113
20240228;20;23408;23638,600
20240228;21;22906;23026,875
20240228;22;21754;21486,175
20240228;23;20003;19852,875
20240228;24;18751;18610,075
20240229;1;17453;17657,238
20240229;2;16804;17087,125
20240229;3;16552;16849,550
20240229;4;16597;16825,188
20240229;5;17288;17264,113
20240229;6;18823;18284,788
20240229;7;21552;20580,463
20240229;8;22734;22560,263
20240229;9;23118;23503,150
20240229;10;23015;23809,625
20240229;11;22360;23299,538
20240229;12;22278;23295,300
20240229;13;22343;23165,850
20240229;14;22524;22889,225
20240229;15;22232;22585,588
20240229;16;22298;22550,013
20240229;17;22356;22596,925
20240229;18;23045;23202,675
20240229;19;22982;23638,988
20240229;20;22826;23505,800
20240229;21;22296;22660,750
20240229;22;21137;21079,025
20240229;23;19383;19414,438
20240229;24;18077;18112,763
20240301;1;16781;17090,350
20240301;2;16127;16571,600
20240301;3;15874;16280,938
20240301;4;15918;16309,238
20240301;5;16608;16670,288
20240301;6;18148;17725,250
20240301;7;20783;20038,138
20240301;8;21866;21686,213
20240301;9;22153;22539,363
20240301;10;22029;22725,050
20240301;11;21386;22288,613
20240301;12;21276;22521,100
20240301;13;21366;22384,663
20240301;14;21634;22588,375
20240301;15;21453;22251,225
20240301;16;21611;22143,563
20240301;17;21934;22193,000
20240301;18;22659;22453,688
20240301;19;22633;22813,825
20240301;20;22521;22786,738
20240301;21;22026;22168,550
20240301;22;20885;20551,650
20240301;23;19160;19170,238
20240301;24;17874;18031,675
20240302;1;16848;17016,225
20240302;2;16300;16503,613
20240302;3;15843;16067,963
20240302;4;15939;16034,513
20240302;5;16086;16083,238
20240302;6;16384;16282,963
20240302;7;17073;16810,788
20240302;8;18089;17849,400
20240302;9;19133;19116,650
20240302;10;19567;20128,275
20240302;11;19473;20313,450
20240302;12;19381;20335,700
20240302;13;19014;20097,963
20240302;14;18809;19957,500
20240302;15;18652;19421,488
20240302;16;18779;19281,263
20240302;17;18979;19164,338
20240302;18;20202;19758,675
20240302;19;20174;20237,775
20240302;20;20051;19853,413
20240302;21;19687;19289,663
20240302;22;18731;18306,813
20240302;23;17694;17291,088
20240302;24;16551;16148,513
20240303;1;15554;15179,613
20240303;2;15009;14588,350
20240303;3;14612;14260,188
20240303;4;14509;14110,688
20240303;5;14600;14154,038
20240303;6;14686;14202,850
20240303;7;15108;14368,450
20240303;8;15693;14981,513
20240303;9;16571;15942,900
20240303;10;16874;16523,613
20240303;11;16749;16867,488
20240303;12;16627;16524,475
20240303;13;16765;16304,325
20240303;14;16981;16786,525
20240303;15;16880;16432,450
20240303;16;16793;16622,188
20240303;17;17156;16727,913
20240303;18;18794;17690,725
20240303;19;19009;18760,738
20240303;20;19132;19023,125
20240303;21;18825;18586,775
20240303;22;18034;17677,063
20240303;23;17165;16817,975
20240303;24;16088;15815,663
20240304;1;15360;14996,788
20240304;2;14978;14667,000
20240304;3;14794;14530,038
20240304;4;15051;14586,800
20240304;5;15902;15103,388
20240304;6;17954;16347,875
20240304;7;20941;19157,363
20240304;8;22297;21230,900
20240304;9;22846;22363,588
20240304;10;22730;22390,663
20240304;11;22378;21793,275
20240304;12;22325;21815,300
20240304;13;22409;21946,250
20240304;14;22646;22205,163
20240304;15;22310;22131,438
20240304;16;22180;22010,950
20240304;17;22301;22177,363
20240304;18;23426;22685,413
20240304;19;23562;23312,538
20240304;20;23358;23206,813
20240304;21;22770;22679,375
20240304;22;21588;21114,850
20240304;23;19866;19463,400
20240304;24;18480;18084,700
20240305;1;17355;17163,863
20240305;2;16752;16709,025
20240305;3;16448;16451,763
20240305;4;16495;16641,763
20240305;5;17193;17007,988
20240305;6;18743;17975,275
20240305;7;21445;20388,788
20240305;8;22752;22499,588
20240305;9;23389;23475,475
20240305;10;23390;23589,138
20240305;11;23160;23455,363
20240305;12;23285;23800,438
20240305;13;23407;23892,650
20240305;14;23657;24072,413
20240305;15;23277;23624,488
20240305;16;23156;23435,875
20240305;17;23133;23419,775
20240305;18;24029;23642,538
20240305;19;24180;24036,450
20240305;20;23978;24059,763
20240305;21;23474;23301,938
20240305;22;22069;21786,025
20240305;23;20369;20184,725
20240305;24;18968;18885,400
20240306;1;17711;17808,250
20240306;2;17210;17211,463
20240306;3;16911;17006,100
20240306;4;17113;16957,638
20240306;5;17812;17368,150
20240306;6;19356;18362,100
20240306;7;22086;20808,925
20240306;8;23224;22904,075
20240306;9;23923;23755,225
20240306;10;23871;23732,000
20240306;11;23395;23809,938
20240306;12;23347;23997,575
20240306;13;23435;24128,288
20240306;14;23610;24332,513
20240306;15;23147;23844,275
20240306;16;22999;23687,463
20240306;17;23095;23501,063
20240306;18;23937;23718,375
20240306;19;23907;24025,850
20240306;20;23839;23993,263
20240306;21;23338;23127,250
20240306;22;21999;21625,913
20240306;23;20224;19964,475
20240306;24;18944;18709,463
20240307;1;17658;17634,075
20240307;2;17173;17225,163
20240307;3;16834;16962,588
20240307;4;17090;17065,063
20240307;5;17795;17540,900
20240307;6;19300;18517,200
20240307;7;22031;20966,088
20240307;8;23330;23031,188
20240307;9;23901;23630,538
20240307;10;23751;23549,063
20240307;11;22884;22848,413
20240307;12;22658;22628,863
20240307;13;22674;22881,913
20240307;14;22738;23054,413
20240307;15;22357;22923,950
20240307;16;22288;23179,025
20240307;17;22593;23011,050
20240307;18;23778;23574,913
20240307;19;23879;24363,450
20240307;20;23875;24379,475
20240307;21;23433;23730,050
20240307;22;22096;22266,375
20240307;23;20264;20764,475
20240307;24;18977;19352,988
20240308;1;17896;18341,613
20240308;2;17303;17761,400
20240308;3;17057;17516,025
20240308;4;17159;17629,088
20240308;5;17859;18196,425
20240308;6;19359;19306,538
20240308;7;22218;21601,813
20240308;8;23546;23464,275
20240308;9;23838;23957,738
20240308;10;23627;23636,588
20240308;11;22655;22572,013
20240308;12;22158;22113,888
20240308;13;22019;22095,063
20240308;14;22100;21903,725
20240308;15;21852;21601,475
20240308;16;21834;22099,538
20240308;17;22209;22457,738
20240308;18;23493;22798,763
20240308;19;23786;23582,350
20240308;20;23761;23561,875
20240308;21;23300;22851,300
20240308;22;21946;21443,000
20240308;23;20105;20014,300
20240308;24;18809;18821,138
20240309;1;18055;17864,263
20240309;2;17354;17183,413
20240309;3;17003;16788,900
20240309;4;16997;16723,400
20240309;5;17190;16863,800
20240309;6;17381;16962,175
20240309;7;18374;17735,288
20240309;8;19259;18871,450
20240309;9;20172;19669,063
20240309;10;20194;19503,450
20240309;11;19878;19135,600
20240309;12;19470;18785,350
20240309;13;18970;18616,675
20240309;14;18906;18479,900
20240309;15;18718;18728,013
20240309;16;18688;18923,338
20240309;17;18928;19132,475
20240309;18;20211;19742,425
20240309;19;20376;20421,950
20240309;20;20137;20270,513
20240309;21;19820;19553,375
20240309;22;18968;18396,100
20240309;23;17840;17414,150
20240309;24;16796;16325,275
20240310;1;15505;15471,150
20240310;2;14759;14949,238
20240310;3;14308;14569,788
20240310;4;14249;14421,563
20240310;5;14285;14376,438
20240310;6;14367;14496,425
20240310;7;14855;14787,825
20240310;8;15627;15276,550
20240310;9;16488;15210,488
20240310;10;16882;14954,075
20240310;11;16742;14856,900
20240310;12;16476;14689,500
20240310;13;16407;15251,188
20240310;14;16458;15458,300
20240310;15;16562;15649,863
20240310;16;16705;16322,100
20240310;17;17106;17270,188
20240310;18;18505;17906,775
20240310;19;19049;18986,763
20240310;20;19146;19169,813
20240310;21;18946;18654,000
20240310;22;17946;17703,050
20240310;23;16970;16921,650
20240310;24;16072;15916,788
20240311;1;15154;15409,375
20240311;2;14806;14979,675
20240311;3;14610;14768,113
20240311;4;14766;14908,850
20240311;5;15674;15412,088
20240311;6;17730;16637,700
20240311;7;20778;19464,813
20240311;8;22422;21590,163
20240311;9;23339;22684,650
20240311;10;23393;22958,038
20240311;11;23513;22528,938
20240311;12;23555;22763,775
20240311;13;23707;22973,200
20240311;14;23985;22988,763
20240311;15;23408;22590,000
20240311;16;23355;22479,575
20240311;17;23245;22646,463
20240311;18;23803;23146,025
20240311;19;23871;23666,738
20240311;20;23841;23536,538
20240311;21;23368;22939,100
20240311;22;22346;21562,913
20240311;23;20434;19823,525
20240311;24;19208;18446,413
20240312;1;17598;17518,613
20240312;2;16963;16932,163
20240312;3;16677;16769,175
20240312;4;16939;16748,175
20240312;5;17651;17096,900
20240312;6;19262;18077,525
20240312;7;22114;20477,025
20240312;8;23429;22542,713
20240312;9;24072;23581,938
20240312;10;24085;23803,188
20240312;11;24112;23566,488
20240312;12;24246;23837,950
20240312;13;24548;23946,638
20240312;14;24785;23856,725
20240312;15;24133;23405,063
20240312;16;23934;23304,588
20240312;17;23793;23199,688
20240312;18;24231;23426,788
20240312;19;24281;24050,975
20240312;20;24283;24004,663
20240312;21;23737;23320,013
20240312;22;22441;21748,088
20240312;23;20595;20120,013
20240312;24;19295;18721,713
20240313;1;17666;17640,963
20240313;2;17018;17171,713
20240313;3;16717;16919,800
20240313;4;16866;16964,488
20240313;5;17465;17302,900
20240313;6;19067;18260,200
20240313;7;21865;20559,188
20240313;8;23177;22667,225
20240313;9;23670;23713,688
20240313;10;23605;23929,175
20240313;11;23535;23495,888
20240313;12;23566;23768,513
20240313;13;23860;23632,650
20240313;14;24081;23584,450
20240313;15;23477;23055,013
20240313;16;23310;23020,813
20240313;17;23299;22992,963
20240313;18;23922;23148,963
20240313;19;23926;23825,713
20240313;20;23906;23920,363
20240313;21;23332;23180,638
20240313;22;21958;21628,588
20240313;23;20090;19951,875
20240313;24;18777;18573,825
20240314;1;17536;17596,913
20240314;2;16876;17024,475
20240314;3;16572;16671,538
20240314;4;16774;16783,438
20240314;5;17475;17173,925
20240314;6;19075;18088,800
20240314;7;21599;20317,425
20240314;8;22629;22279,725
20240314;9;23094;23021,163
20240314;10;23024;22696,025
20240314;11;22487;21858,525
20240314;12;22430;21747,238
20240314;13;22787;21883,700
20240314;14;23070;21984,850
20240314;15;22561;21826,613
20240314;16;22565;21954,375
20240314;17;22631;22198,188
20240314;18;23699;22637,625
20240314;19;23724;23517,575
20240314;20;23686;23690,088
20240314;21;23110;23058,638
20240314;22;21892;21546,325
20240314;23;20038;19956,388
20240314;24;18728;18663,375
20240315;1;17297;17692,875
20240315;2;16795;17093,250
20240315;3;16492;16713,200
20240315;4;16538;16825,038
20240315;5;17131;17168,138
20240315;6;18520;17888,663
20240315;7;21205;20108,350
20240315;8;22372;21914,513
20240315;9;22672;22346,963
20240315;10;22554;22118,313
20240315;11;21878;21284,963
20240315;12;21793;21132,100
20240315;13;21979;21129,463
20240315;14;22164;21128,138
20240315;15;21886;20927,100
20240315;16;21875;21297,250
20240315;17;22158;21691,575
20240315;18;23176;21954,950
20240315;19;23323;22751,225
20240315;20;23257;22738,163
20240315;21;22750;22094,213
20240315;22;21548;20613,688
20240315;23;19715;19155,863
20240315;24;18429;17988,450
20240316;1;17341;16917,263
20240316;2;16703;16211,025
20240316;3;16264;15884,863
20240316;4;16177;15728,088
20240316;5;16386;15829,338
20240316;6;16588;15891,600
20240316;7;17591;16437,500
20240316;8;18677;17704,275
20240316;9;19823;18808,175
20240316;10;20146;19218,050
20240316;11;20042;19203,200
20240316;12;19981;19018,088
20240316;13;19960;18902,463
20240316;14;19886;19008,038
20240316;15;19474;18497,363
20240316;16;19285;18649,663
20240316;17;19345;18651,988
20240316;18;20030;18768,363
20240316;19;20072;19982,838
20240316;20;19788;19950,388
20240316;21;19456;19246,738
20240316;22;18582;18172,888
20240316;23;17440;16992,963
20240316;24;16381;15899,713
20240317;1;15299;15052,575
20240317;2;14743;14575,375
20240317;3;14287;14207,850
20240317;4;14185;14084,338
20240317;5;14189;14099,225
20240317;6;14498;14071,850
20240317;7;14928;14297,100
20240317;8;15742;14968,825
20240317;9;16776;15728,788
20240317;10;17523;16321,075
20240317;11;17789;16746,075
20240317;12;17853;16978,688
20240317;13;17896;16895,288
20240317;14;17726;17318,113
20240317;15;17630;17075,988
20240317;16;17595;17035,925
20240317;17;17716;17269,988
20240317;18;18930;17942,838
20240317;19;19872;19155,550
20240317;20;19884;19524,988
20240317;21;19693;19154,163
20240317;22;18802;18201,788
20240317;23;18026;17443,713
20240317;24;17190;16360,725
20240318;1;16219;15698,338
20240318;2;15833;15354,213
20240318;3;15698;15250,588
20240318;4;15858;15381,600
20240318;5;16569;16020,725
20240318;6;18635;16985,388
20240318;7;21656;19810,038
20240318;8;23270;22201,463
20240318;9;23945;23138,338
20240318;10;23888;23640,475
20240318;11;23578;23534,388
20240318;12;23741;23668,063
20240318;13;24036;23636,825
20240318;14;24137;23647,975
20240318;15;23816;23153,863
20240318;16;23711;23231,350
20240318;17;23502;23298,075
20240318;18;24021;23657,913
20240318;19;24632;24374,588
20240318;20;24581;24409,013
20240318;21;24033;23827,513
20240318;22;22687;22129,275
20240318;23;20994;20367,613
20240318;24;19798;19105,488
20240319;1;18055;18140,163
20240319;2;17458;17522,388
20240319;3;17108;17309,150
20240319;4;17205;17329,538
20240319;5;17750;17790,300
20240319;6;19143;18490,263
20240319;7;22186;21032,525
20240319;8;23537;23077,088
20240319;9;23759;23470,025
20240319;10;23636;23218,250
20240319;11;23767;22598,975
20240319;12;23884;22581,275
20240319;13;24052;22366,950
20240319;14;24270;22577,313
20240319;15;23766;22080,475
20240319;16;23656;22203,763
20240319;17;23453;22450,988
20240319;18;24027;23040,788
20240319;19;24245;24003,263
20240319;20;24280;24307,825
20240319;21;23671;23616,575
20240319;22;22316;21922,088
20240319;23;20467;20194,775
20240319;24;19168;18955,225
