Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20240530;3;14922;14854,300
20240530;4;14684;14605,213
20240530;5;14095;14129,275
20240530;6;13533;13692,125
20240530;7;14048;13748,325
20240530;8;14876;14596,113
20240530;9;15629;15509,975
20240530;10;15944;15828,375
20240530;11;15972;15919,075
20240530;12;15916;15602,088
20240530;13;15938;15451,475
20240530;14;15965;15496,075
20240530;15;15910;15253,288
20240530;16;15744;15495,800
20240530;17;15737;15680,875
20240530;18;15886;15816,600
20240530;19;16233;16172,850
20240530;20;16542;16617,463
20240530;21;16836;16567,450
20240530;22;16934;16631,888
20240530;23;16731;15990,513
20240530;24;15731;14734,550
20240531;1;14275;13863,238
20240531;2;13733;13367,100
20240531;3;13395;13092,475
20240531;4;13309;13047,838
20240531;5;13019;12972,963
20240531;6;14208;13345,050
20240531;7;16426;15083,400
20240531;8;17879;16869,150
20240531;9;18696;17867,213
20240531;10;18872;18126,100
20240531;11;18767;18013,538
20240531;12;18703;17507,763
20240531;13;18707;17373,325
20240531;14;18751;17839,963
20240531;15;18745;17804,713
20240531;16;18824;18543,775
20240531;17;18997;18437,150
20240531;18;18981;18566,225
20240531;19;18862;18679,625
20240531;20;18982;18818,750
20240531;21;18860;18757,688
20240531;22;18847;18271,750
20240531;23;18240;17183,263
20240531;24;16887;15930,975
20240601;1;14499;14851,988
20240601;2;14145;14193,975
20240601;3;13743;13791,400
20240601;4;13667;13752,613
20240601;5;13343;13366,663
20240601;6;13613;13443,438
20240601;7;14631;14417,700
20240601;8;15768;15784,488
20240601;9;17414;17141,038
20240601;10;18027;17854,163
20240601;11;17825;17438,813
20240601;12;17692;17381,188
20240601;13;17560;16833,563
20240601;14;17271;16792,650
20240601;15;16866;16878,125
20240601;16;17136;17042,988
20240601;17;17484;17236,913
20240601;18;17450;17131,875
20240601;19;17502;17171,988
20240601;20;17538;17431,575
20240601;21;17603;17444,613
20240601;22;17513;17286,800
20240601;23;16659;16500,950
20240601;24;15509;15373,700
20240602;1;14438;14409,450
20240602;2;13630;13715,088
20240602;3;13200;13284,313
20240602;4;12981;13010,388
20240602;5;12576;12606,838
20240602;6;12527;12485,813
20240602;7;13277;12860,013
20240602;8;14199;13764,063
20240602;9;15192;14708,713
20240602;10;15713;15544,938
20240602;11;15824;15844,588
20240602;12;16011;15831,600
20240602;13;15976;15608,625
20240602;14;15976;15835,838
20240602;15;15926;15542,775
20240602;16;15666;15313,288
20240602;17;15559;15257,600
20240602;18;16113;15879,388
20240602;19;16615;16397,913
20240602;20;16891;16646,025
20240602;21;16923;16867,000
20240602;22;17066;16761,163
20240602;23;16380;16132,688
20240602;24;14606;14841,488
20240603;1;13944;13833,225
20240603;2;13683;13413,600
20240603;3;13578;13160,263
20240603;4;13595;13234,113
20240603;5;13569;13320,150
20240603;6;14727;14349,775
20240603;7;18209;17373,913
20240603;8;19937;19359,300
20240603;9;20992;20265,950
20240603;10;21135;20680,688
20240603;11;20809;20596,588
20240603;12;21189;20358,325
20240603;13;21290;20298,800
20240603;14;21134;20036,313
20240603;15;21055;20193,088
20240603;16;21278;20162,438
20240603;17;21349;20171,538
20240603;18;21360;20139,913
20240603;19;21519;20352,425
20240603;20;21722;20863,175
20240603;21;21739;20750,350
20240603;22;20724;20232,113
20240603;23;19053;18713,200
20240603;24;17499;17252,213
20240604;1;16636;16157,588
20240604;2;15990;15518,663
20240604;3;15551;15192,000
20240604;4;15564;15217,738
20240604;5;15777;15238,263
20240604;6;16822;15933,625
20240604;7;20027;18480,600
20240604;8;21363;20540,700
20240604;9;21670;21292,100
20240604;10;21544;21434,525
20240604;11;21342;21286,938
20240604;12;21411;21596,025
20240604;13;21367;21526,863
20240604;14;21375;21400,225
20240604;15;21263;21094,800
20240604;16;21348;21115,238
20240604;17;21539;20867,850
20240604;18;21682;20746,825
20240604;19;21842;20665,650
20240604;20;21921;21068,563
20240604;21;21959;21070,350
20240604;22;21707;20494,950
20240604;23;19794;19037,563
20240604;24;18231;17447,438
20240605;1;16517;16280,963
20240605;2;15856;15631,763
20240605;3;15395;15310,225
20240605;4;15384;15258,313
20240605;5;15570;15258,988
20240605;6;16586;15858,038
20240605;7;19733;18200,488
20240605;8;20750;20054,063
20240605;9;21136;20571,150
20240605;10;20882;20620,300
20240605;11;20666;19887,763
20240605;12;20754;19746,125
20240605;13;20773;19932,038
20240605;14;20822;19569,900
20240605;15;20951;19547,288
20240605;16;21079;19794,738
20240605;17;21260;20370,175
20240605;18;21370;20622,900
20240605;19;21477;20828,025
20240605;20;21833;21420,438
20240605;21;21884;21526,425
20240605;22;21491;20974,325
20240605;23;19593;19538,413
20240605;24;18141;18007,563
20240606;1;16546;16824,513
20240606;2;15882;16158,163
20240606;3;15421;15902,163
20240606;4;15414;15635,588
20240606;5;15607;15576,638
20240606;6;16632;16265,338
20240606;7;19802;18598,988
20240606;8;20828;20290,163
20240606;9;21223;20878,963
20240606;10;21017;20641,525
20240606;11;20822;20193,975
20240606;12;20909;20288,825
20240606;13;20873;20490,413
20240606;14;20893;20439,575
20240606;15;21037;19913,350
20240606;16;21156;20327,325
20240606;17;21316;20607,750
20240606;18;21423;20635,713
20240606;19;21527;20869,300
20240606;20;21874;21388,200
20240606;21;21915;21541,600
20240606;22;21517;20969,975
20240606;23;19610;19498,213
20240606;24;18154;17950,763
20240607;1;16452;16691,213
20240607;2;15798;16078,313
20240607;3;15345;15648,025
20240607;4;15347;15663,063
20240607;5;15551;15558,850
20240607;6;16686;16115,300
20240607;7;19667;18408,700
20240607;8;20693;20329,913
20240607;9;21078;20874,363
20240607;10;20884;21064,325
20240607;11;20239;20177,650
20240607;12;20238;20311,200
20240607;13;20181;20914,213
20240607;14;20187;21099,538
20240607;15;20170;20600,488
20240607;16;20223;20385,838
20240607;17;20162;20402,600
20240607;18;20258;20553,600
20240607;19;20626;20521,938
20240607;20;20997;20968,150
20240607;21;20952;21008,475
20240607;22;20616;20524,650
20240607;23;19117;19189,413
20240607;24;17664;17842,338
20240608;1;16328;16507,300
20240608;2;15571;15750,325
20240608;3;15065;15388,025
20240608;4;14964;15106,113
20240608;5;14665;14744,938
20240608;6;14550;14516,788
20240608;7;16009;15092,900
20240608;8;17246;16335,350
20240608;9;17863;17280,988
20240608;10;17944;17575,275
20240608;11;18117;17429,488
20240608;12;18389;17048,113
20240608;13;18396;17000,600
20240608;14;18336;16782,950
20240608;15;17821;16512,663
20240608;16;17617;16336,300
20240608;17;17542;16725,013
20240608;18;17558;16927,800
20240608;19;17708;17274,425
20240608;20;17801;17637,650
20240608;21;17804;17485,525
20240608;22;17541;17140,163
20240608;23;16770;16404,963
20240608;24;15604;15206,400
20240609;1;14316;14048,688
20240609;2;13669;13324,238
20240609;3;13130;13175,850
20240609;4;12903;12934,150
20240609;5;12674;12580,913
20240609;6;12483;12553,088
20240609;7;13358;12934,363
20240609;8;14366;13703,188
20240609;9;15081;14234,588
20240609;10;15411;15328,063
20240609;11;15421;15309,175
20240609;12;15382;15792,238
20240609;13;15303;15853,000
20240609;14;15340;15637,563
20240609;15;15428;15140,750
20240609;16;15469;15566,850
20240609;17;15527;15701,488
20240609;18;16027;16238,838
20240609;19;16633;17021,488
20240609;20;16983;17329,900
20240609;21;17058;17228,625
20240609;22;17078;17288,213
20240609;23;16981;16869,025
20240609;24;15829;15662,438
20240610;1;14488;14767,025
20240610;2;13878;14074,913
20240610;3;13665;13899,925
20240610;4;13653;13934,350
20240610;5;13996;13885,913
20240610;6;16173;14639,975
20240610;7;19214;17499,463
20240610;8;20490;19542,650
20240610;9;20996;20565,925
20240610;10;20999;20884,538
20240610;11;20841;20766,763
20240610;12;20967;20956,238
20240610;13;21100;20981,675
20240610;14;21135;21122,263
20240610;15;21004;20744,838
20240610;16;21063;20684,475
20240610;17;20930;20692,225
20240610;18;20864;20651,600
20240610;19;21100;20745,800
20240610;20;21211;21276,763
20240610;21;21213;21344,788
20240610;22;20977;20699,913
20240610;23;19383;19292,725
20240610;24;17832;17784,775
20240611;1;16577;16538,625
20240611;2;15961;15663,225
20240611;3;15489;15227,888
20240611;4;15358;15162,050
20240611;5;15469;15106,638
20240611;6;16507;15716,713
20240611;7;19423;18202,025
20240611;8;20551;20038,163
20240611;9;20755;20376,150
20240611;10;20505;20155,163
20240611;11;20093;20065,438
20240611;12;19921;20526,550
20240611;13;19870;21026,600
20240611;14;19955;21124,563
20240611;15;19817;21422,300
20240611;16;19887;21279,838
20240611;17;20000;20828,513
20240611;18;20212;20646,875
20240611;19;20663;21080,100
20240611;20;21186;21290,088
20240611;21;21186;20992,813
20240611;22;20868;20279,325
20240611;23;19381;18956,213
20240611;24;17933;17280,188
20240612;1;16399;16123,688
20240612;2;15796;15298,913
20240612;3;15351;15020,450
20240612;4;15359;14947,213
20240612;5;15519;14831,000
20240612;6;16614;15497,763
20240612;7;19505;18016,125
20240612;8;20626;20083,600
20240612;9;20867;20700,513
20240612;10;20679;20592,538
20240612;11;20271;20439,538
20240612;12;20319;20573,625
20240612;13;20354;20591,963
20240612;14;20536;20699,650
20240612;15;20214;20389,138
20240612;16;20271;20642,663
20240612;17;20433;20525,025
20240612;18;20621;20332,300
20240612;19;20861;20594,900
20240612;20;21374;21106,300
20240612;21;21383;21174,425
20240612;22;21042;20590,125
20240612;23;19688;19330,700
20240612;24;18085;17739,400
20240613;1;16936;16653,675
20240613;2;15839;15950,138
20240613;3;15393;15537,950
20240613;4;15349;15437,938
20240613;5;15251;15492,588
20240613;6;16883;16152,988
20240613;7;19963;18629,125
20240613;8;20821;20500,488
20240613;9;21179;21214,000
20240613;10;21233;21400,800
20240613;11;21325;21287,475
20240613;12;21444;21475,225
20240613;13;21739;21812,813
20240613;14;21953;21466,625
20240613;15;21509;21141,113
20240613;16;21484;21153,500
20240613;17;21325;21004,975
20240613;18;21177;20908,613
20240613;19;21347;21017,900
20240613;20;21709;21388,875
20240613;21;21661;21514,425
20240613;22;21174;20957,525
20240613;23;19675;19626,850
20240613;24;18074;18128,188
20240614;1;15700;-
20240614;2;15400;-
20240614;3;15100;-
20240614;4;14850;-
20240614;5;14650;-
20240614;6;14500;-
20240614;7;14400;-
20240614;8;14250;-
20240614;9;14200;-
20240614;10;14200;-
20240614;11;14200;-
20240614;12;14200;-
20240614;13;14200;-
20240614;14;14200;-
20240614;15;14200;-
20240614;16;14200;-
20240614;17;14200;-
20240614;18;14200;-
20240614;19;14200;-
20240614;20;14200;-
20240614;21;14450;-
20240614;22;14600;-
20240614;23;15100;-
20240614;24;15750;-
20240614;25;16750;-
20240614;26;17350;-
20240614;27;17900;-
20240614;28;18450;-
20240614;29;18950;-
20240614;30;19200;-
20240614;31;19450;-
20240614;32;19650;-
20240614;33;19750;-
20240614;34;19900;-
20240614;35;20000;-
20240614;36;20000;-
20240614;37;20000;-
20240614;38;20000;-
20240614;39;19900;-
20240614;40;19650;-
20240614;41;19400;-
20240614;42;19700;-
20240614;43;19800;-
20240614;44;19900;-
20240614;45;20000;-
20240614;46;20000;-
20240614;47;20000;-
20240614;48;20000;-
20240614;49;20000;-
20240614;50;20000;-
20240614;51;20000;-
20240614;52;20050;-
20240614;53;20250;-
20240614;54;20100;-
20240614;55;19850;-
20240614;56;19500;-
20240614;57;19600;-
20240614;58;19750;-
20240614;59;19800;-
20240614;60;19850;-
20240614;61;19850;-
20240614;62;19850;-
20240614;63;19850;-
20240614;64;19850;-
20240614;65;19850;-
20240614;66;19850;-
20240614;67;19850;-
20240614;68;19850;-
20240614;69;19850;-
20240614;70;19850;-
20240614;71;19850;-
20240614;72;19500;-
20240614;73;19450;-
20240614;74;19750;-
20240614;75;19950;-
20240614;76;19950;-
20240614;77;20050;-
20240614;78;20050;-
20240614;79;20050;-
20240614;80;20050;-
20240614;81;20050;-
20240614;82;20050;-
20240614;83;20050;-
20240614;84;19900;-
20240614;85;19700;-
20240614;86;19500;-
20240614;87;19100;-
20240614;88;18500;-
20240614;89;18300;-
20240614;90;18050;-
20240614;91;17750;-
20240614;92;17250;-
20240614;93;16950;-
20240614;94;16600;-
20240614;95;16250;-
20240614;96;15950;-
